geoid,name,B08105A001,"B08105A001, Error",B08105A002,"B08105A002, Error",B08105A003,"B08105A003, Error",B08105A004,"B08105A004, Error",B08105A005,"B08105A005, Error",B08105A006,"B08105A006, Error",B08105A007,"B08105A007, Error"
14000US06037213100,"Census Tract 2131, Los Angeles, CA",255,108,117,61,41,38,58,50,0,12,13,16,26,33
14000US06037213201,"Census Tract 2132.01, Los Angeles, CA",292,134,150,85,14,24,113,79,0,12,15,25,0,12
14000US06037213202,"Census Tract 2132.02, Los Angeles, CA",462,189,221,116,57,52,184,119,0,12,0,12,0,12
14000US06037213310,"Census Tract 2133.10, Los Angeles, CA",213,116,146,97,22,24,26,33,6,11,9,14,4,8
14000US06037213320,"Census Tract 2133.20, Los Angeles, CA",282,141,220,126,7,9,15,23,6,10,0,12,34,40
14000US06037213401,"Census Tract 2134.01, Los Angeles, CA",700,231,277,113,122,88,203,101,67,43,31,39,0,17
14000US06037213402,"Census Tract 2134.02, Los Angeles, CA",694,200,373,119,60,45,189,93,20,24,43,48,9,12
14000US06037214000,"Census Tract 2140, Los Angeles, CA",1448,195,1018,152,53,34,48,35,136,79,69,64,124,66
14000US06037214100,"Census Tract 2141, Los Angeles, CA",1714,201,1277,211,86,56,7,11,45,39,66,57,233,75
14000US06037214400,"Census Tract 2144, Los Angeles, CA",1808,248,1370,229,44,50,34,26,36,35,65,42,259,84
14000US06037214501,"Census Tract 2145.01, Los Angeles, CA",802,154,531,113,53,56,0,12,50,33,18,20,150,79
14000US06037214502,"Census Tract 2145.02, Los Angeles, CA",1627,283,1259,266,41,49,53,54,0,17,64,73,210,102
14000US06037214503,"Census Tract 2145.03, Los Angeles, CA",1027,202,661,169,39,47,23,22,35,42,50,44,219,93
14000US06037214600,"Census Tract 2146, Los Angeles, CA",1284,211,874,226,85,53,52,69,44,40,17,19,212,84
14000US06037214700,"Census Tract 2147, Los Angeles, CA",1159,172,780,158,77,54,33,28,72,47,50,42,147,70
14000US06037214800,"Census Tract 2148, Los Angeles, CA",1592,224,1204,203,76,48,40,41,72,68,53,43,147,82
14000US06037214901,"Census Tract 2149.01, Los Angeles, CA",1682,276,1361,296,56,66,0,12,0,12,14,23,251,128
14000US06037214902,"Census Tract 2149.02, Los Angeles, CA",1235,280,800,223,23,27,50,60,188,93,43,51,131,68
14000US06037215101,"Census Tract 2151.01, Los Angeles, CA",1232,191,913,169,41,31,66,44,55,44,33,26,124,79
14000US06037215102,"Census Tract 2151.02, Los Angeles, CA",1625,251,1092,234,56,64,112,98,105,59,68,70,192,130
14000US06037216100,"Census Tract 2161, Los Angeles, CA",842,142,615,140,73,60,0,12,29,43,11,17,114,73
14000US06037216200,"Census Tract 2162, Los Angeles, CA",1626,278,1152,244,51,47,17,27,91,71,55,47,260,125
14000US06037216300,"Census Tract 2163, Los Angeles, CA",1974,374,1441,361,69,61,83,76,142,106,10,16,229,106
14000US06037216401,"Census Tract 2164.01, Los Angeles, CA",1662,296,1297,258,46,53,68,65,186,101,0,12,65,69
14000US06037216402,"Census Tract 2164.02, Los Angeles, CA",1135,224,944,192,44,38,65,72,39,30,0,12,43,31
14000US06037216700,"Census Tract 2167, Los Angeles, CA",1062,190,756,156,81,52,39,37,0,12,107,78,79,53
14000US06037216800,"Census Tract 2168, Los Angeles, CA",1302,207,837,168,57,46,52,27,37,25,36,26,283,120
14000US06037216900,"Census Tract 2169, Los Angeles, CA",1473,346,1133,305,81,49,17,27,47,48,35,38,160,90
14000US06037217001,"Census Tract 2170.01, Los Angeles, CA",1025,97,662,87,67,53,21,26,75,36,4,6,196,59
14000US06037217002,"Census Tract 2170.02, Los Angeles, CA",2166,309,1777,292,100,77,76,75,75,69,0,12,138,73
14000US06037217100,"Census Tract 2171, Los Angeles, CA",2023,449,1329,278,77,56,284,268,9,16,189,224,135,90
14000US06037217200,"Census Tract 2172, Los Angeles, CA",794,168,601,161,66,45,37,44,0,12,5,10,85,55
14000US06037218110,"Census Tract 2181.10, Los Angeles, CA",349,141,186,75,42,44,64,79,7,11,0,12,50,63
14000US06037218120,"Census Tract 2181.20, Los Angeles, CA",535,187,334,163,37,36,143,94,0,12,21,28,0,12
14000US06037218210,"Census Tract 2182.10, Los Angeles, CA",867,220,511,193,74,55,145,93,59,50,29,32,49,40
14000US06037218220,"Census Tract 2182.20, Los Angeles, CA",766,222,620,189,16,18,90,66,22,35,18,28,0,12
14000US06037218300,"Census Tract 2183, Los Angeles, CA",1245,357,1100,331,18,27,66,72,0,17,30,45,31,53
14000US06037218400,"Census Tract 2184, Los Angeles, CA",1088,221,816,173,80,60,100,129,0,12,92,73,0,12
14000US06037218500,"Census Tract 2185, Los Angeles, CA",573,107,488,97,35,28,35,24,0,12,9,13,6,9
14000US06037218600,"Census Tract 2186, Los Angeles, CA",574,174,441,133,42,34,74,58,0,12,0,12,17,28
14000US06037218701,"Census Tract 2187.01, Los Angeles, CA",244,79,165,69,4,6,11,13,7,11,0,12,57,45
14000US06037218702,"Census Tract 2187.02, Los Angeles, CA",271,130,227,121,0,12,6,10,5,9,3,5,30,31
14000US06037218800,"Census Tract 2188, Los Angeles, CA",365,152,284,142,22,29,19,18,0,12,18,19,22,21
14000US06037218900,"Census Tract 2189, Los Angeles, CA",621,237,423,176,25,28,27,28,58,70,14,25,74,68
14000US06037219010,"Census Tract 2190.10, Los Angeles, CA",393,137,292,111,30,33,36,38,4,7,2,4,29,21
14000US06037219020,"Census Tract 2190.20, Los Angeles, CA",779,299,597,244,62,57,92,118,3,11,17,26,8,16
14000US06037219300,"Census Tract 2193, Los Angeles, CA",453,166,391,156,0,12,45,33,8,13,9,17,0,12
14000US06037219500,"Census Tract 2195, Los Angeles, CA",201,76,122,57,22,30,26,19,0,12,11,9,20,22
14000US06037219700,"Census Tract 2197, Los Angeles, CA",960,300,753,283,75,62,86,62,0,12,30,30,16,24
14000US06037219800,"Census Tract 2198, Los Angeles, CA",755,157,494,100,112,61,106,61,34,30,7,8,2,5
14000US06037219901,"Census Tract 2199.01, Los Angeles, CA",1133,246,859,220,94,66,56,46,41,41,34,40,49,49
14000US06037219902,"Census Tract 2199.02, Los Angeles, CA",722,179,577,136,71,64,42,34,0,12,8,14,24,27
14000US06037220000,"Census Tract 2200, Los Angeles, CA",1119,360,813,294,13,25,133,97,0,17,8,14,152,157
14000US06037220100,"Census Tract 2201, Los Angeles, CA",397,206,351,198,10,15,9,15,0,12,14,22,13,20
14000US06037221110,"Census Tract 2211.10, Los Angeles, CA",771,244,422,182,87,78,209,153,42,48,11,18,0,12
14000US06037221120,"Census Tract 2211.20, Los Angeles, CA",737,184,341,94,127,67,170,80,31,27,51,56,17,18
14000US06037221210,"Census Tract 2212.10, Los Angeles, CA",378,142,183,75,92,86,47,42,14,15,16,18,26,21
14000US06037221220,"Census Tract 2212.20, Los Angeles, CA",410,114,274,91,36,26,50,42,30,22,20,19,0,12
14000US06037221302,"Census Tract 2213.02, Los Angeles, CA",728,223,487,184,19,22,147,84,15,21,13,21,47,53
14000US06037221303,"Census Tract 2213.03, Los Angeles, CA",307,119,146,57,33,27,100,75,10,17,18,16,0,12
14000US06037221304,"Census Tract 2213.04, Los Angeles, CA",192,115,125,73,36,46,20,31,0,12,11,20,0,12
14000US06037221401,"Census Tract 2214.01, Los Angeles, CA",419,171,236,107,52,42,125,113,6,14,0,12,0,12
14000US06037221402,"Census Tract 2214.02, Los Angeles, CA",316,105,162,66,56,38,68,47,0,12,11,12,19,19
14000US06037221500,"Census Tract 2215, Los Angeles, CA",459,182,369,158,0,12,40,48,10,16,40,36,0,12
14000US06037221601,"Census Tract 2216.01, Los Angeles, CA",383,112,276,91,24,28,65,45,3,6,0,12,15,17
14000US06037221602,"Census Tract 2216.02, Los Angeles, CA",390,125,232,105,67,44,51,33,15,13,14,16,11,16
14000US06037221710,"Census Tract 2217.10, Los Angeles, CA",326,112,217,91,5,8,35,28,47,24,22,32,0,12
14000US06037221810,"Census Tract 2218.10, Los Angeles, CA",370,133,180,64,20,21,25,22,78,66,45,47,22,34
14000US06037221820,"Census Tract 2218.20, Los Angeles, CA",246,103,144,66,0,12,16,17,28,26,27,43,31,40
14000US06037221900,"Census Tract 2219, Los Angeles, CA",320,103,137,85,0,12,27,31,76,50,59,47,21,22
14000US06037222001,"Census Tract 2220.01, Los Angeles, CA",454,128,283,77,45,38,57,37,0,12,0,12,69,59
14000US06037222002,"Census Tract 2220.02, Los Angeles, CA",381,172,280,134,24,30,59,56,5,12,0,17,13,18
14000US06037222100,"Census Tract 2221, Los Angeles, CA",479,171,309,125,18,23,58,61,0,12,70,59,24,25
14000US06037222200,"Census Tract 2222, Los Angeles, CA",410,202,292,152,22,26,64,74,22,24,10,14,0,12
14000US06037222500,"Census Tract 2225, Los Angeles, CA",626,215,438,183,31,37,98,78,0,17,51,56,8,14
14000US06037222600,"Census Tract 2226, Los Angeles, CA",637,236,377,185,49,48,118,81,42,38,42,48,9,14
14000US06037222700,"Census Tract 2227, Los Angeles, CA",422,132,46,28,0,12,26,27,292,116,37,31,21,27
14000US06037224010,"Census Tract 2240.10, Los Angeles, CA",593,189,189,89,58,54,245,146,26,26,37,46,38,46
14000US06037224020,"Census Tract 2240.20, Los Angeles, CA",707,195,292,94,75,52,229,90,44,60,45,39,22,26
14000US06037224200,"Census Tract 2242, Los Angeles, CA",581,160,309,113,24,24,181,77,52,36,15,23,0,12
14000US06037224310,"Census Tract 2243.10, Los Angeles, CA",546,157,171,72,90,58,189,94,57,38,26,30,13,20
14000US06037224320,"Census Tract 2243.20, Los Angeles, CA",491,166,185,98,24,26,192,122,51,38,0,12,39,33
14000US06037224410,"Census Tract 2244.10, Los Angeles, CA",521,192,316,152,45,41,74,38,33,28,11,12,42,36
14000US06037224420,"Census Tract 2244.20, Los Angeles, CA",482,148,167,78,73,42,108,51,53,32,45,43,36,26
14000US06037224600,"Census Tract 2246, Los Angeles, CA",491,125,266,74,33,26,123,59,18,21,39,31,12,18
14000US06037224700,"Census Tract 2247, Los Angeles, CA",972,185,216,70,27,23,47,34,405,106,131,62,146,97
14000US06037226001,"Census Tract 2260.01, Los Angeles, CA",378,156,151,81,35,34,107,89,26,28,45,61,14,21
14000US06037226002,"Census Tract 2260.02, Los Angeles, CA",582,127,247,73,21,23,68,75,84,43,86,65,76,39
14000US06037226410,"Census Tract 2264.10, Los Angeles, CA",733,162,360,116,68,42,133,54,114,61,19,21,39,35
14000US06037226420,"Census Tract 2264.20, Los Angeles, CA",1282,326,645,201,113,66,238,122,185,156,93,73,8,13
14000US06037226700,"Census Tract 2267, Los Angeles, CA",2026,544,1071,408,283,127,351,143,169,102,125,79,27,43
14000US06037227010,"Census Tract 2270.10, Los Angeles, CA",1347,350,752,234,246,112,87,79,54,75,66,71,142,104
14000US06037227020,"Census Tract 2270.20, Los Angeles, CA",894,220,522,129,40,30,243,133,25,23,52,51,12,15
14000US06037228100,"Census Tract 2281, Los Angeles, CA",1242,405,801,284,87,62,144,106,133,120,55,67,22,34
14000US06037228210,"Census Tract 2282.10, Los Angeles, CA",931,215,470,125,105,52,208,84,105,91,20,22,23,23
14000US06037228220,"Census Tract 2282.20, Los Angeles, CA",836,172,587,152,88,55,89,46,35,31,8,13,29,25
14000US06037228310,"Census Tract 2283.10, Los Angeles, CA",1021,246,667,174,84,80,195,75,40,35,18,17,17,20
14000US06037228320,"Census Tract 2283.20, Los Angeles, CA",759,171,443,143,78,41,197,110,4,6,22,25,15,23
14000US06037228410,"Census Tract 2284.10, Los Angeles, CA",868,207,562,156,32,33,163,58,74,48,30,28,7,11
14000US06037228420,"Census Tract 2284.20, Los Angeles, CA",598,177,406,138,71,40,63,47,17,19,41,32,0,12
14000US06037228500,"Census Tract 2285, Los Angeles, CA",499,232,291,150,72,50,90,62,36,53,0,17,10,16
14000US06037228600,"Census Tract 2286, Los Angeles, CA",497,206,268,113,63,66,82,73,5,4,79,82,0,17
14000US06037228710,"Census Tract 2287.10, Los Angeles, CA",642,157,457,120,14,22,98,75,0,12,30,33,43,49
14000US06037228720,"Census Tract 2287.20, Los Angeles, CA",954,238,596,156,156,78,159,61,1,2,9,15,33,30
14000US06037228800,"Census Tract 2288, Los Angeles, CA",1048,341,812,272,49,58,153,109,25,38,0,17,9,14
14000US06037228900,"Census Tract 2289, Los Angeles, CA",382,117,327,121,0,12,38,36,6,9,0,12,11,17
14000US06037229100,"Census Tract 2291, Los Angeles, CA",1016,267,665,206,98,83,149,87,27,26,31,26,46,36
14000US06037229200,"Census Tract 2292, Los Angeles, CA",934,297,628,211,50,45,167,105,39,37,8,16,42,62
14000US06037229300,"Census Tract 2293, Los Angeles, CA",783,290,414,152,100,84,179,121,27,22,48,54,15,23
14000US06037229410,"Census Tract 2294.10, Los Angeles, CA",740,229,580,220,49,43,46,40,26,29,30,46,9,15
14000US06037229420,"Census Tract 2294.20, Los Angeles, CA",791,179,488,132,75,48,122,61,30,41,39,44,37,49
14000US06037231100,"Census Tract 2311, Los Angeles, CA",538,143,234,103,31,31,144,75,61,39,30,35,38,39
14000US06037231210,"Census Tract 2312.10, Los Angeles, CA",490,254,328,168,29,37,106,78,0,12,27,30,0,12
14000US06037231220,"Census Tract 2312.20, Los Angeles, CA",535,234,284,119,112,77,102,80,21,26,10,17,6,11
14000US06037231300,"Census Tract 2313, Los Angeles, CA",827,276,532,239,151,126,137,93,7,17,0,17,0,17
14000US06037231400,"Census Tract 2314, Los Angeles, CA",533,175,423,123,30,32,39,37,0,12,5,11,36,42
14000US06037231500,"Census Tract 2315, Los Angeles, CA",624,235,555,207,10,16,33,38,0,17,26,37,0,17
14000US06037231600,"Census Tract 2316, Los Angeles, CA",783,259,548,212,43,37,122,68,0,17,46,51,24,35
14000US06037231710,"Census Tract 2317.10, Los Angeles, CA",755,227,386,145,68,48,236,130,0,12,36,43,29,42
14000US06037231720,"Census Tract 2317.20, Los Angeles, CA",759,217,398,126,71,58,198,120,0,12,50,42,42,56
14000US06037231800,"Census Tract 2318, Los Angeles, CA",868,273,495,185,155,128,106,103,42,43,45,50,25,39
14000US06037231900,"Census Tract 2319, Los Angeles, CA",935,304,510,223,106,85,216,119,39,43,39,53,25,42
14000US06037232110,"Census Tract 2321.10, Los Angeles, CA",613,166,389,113,56,39,106,69,0,12,52,57,10,11
14000US06037232120,"Census Tract 2321.20, Los Angeles, CA",988,218,674,174,155,128,71,53,13,22,52,49,23,30
14000US06037232200,"Census Tract 2322, Los Angeles, CA",405,138,201,89,83,69,64,74,5,9,16,26,36,31
14000US06037232300,"Census Tract 2323, Los Angeles, CA",1102,361,798,295,145,144,88,84,31,47,40,64,0,17
14000US06037232400,"Census Tract 2324, Los Angeles, CA",928,282,718,213,138,96,45,43,0,17,7,12,20,33
14000US06037232500,"Census Tract 2325, Los Angeles, CA",576,309,500,295,24,25,45,57,0,12,0,12,7,10
14000US06037232600,"Census Tract 2326, Los Angeles, CA",900,342,735,298,105,97,60,48,0,17,0,17,0,17
14000US06037232700,"Census Tract 2327, Los Angeles, CA",1008,265,732,223,45,43,119,69,75,99,0,17,37,43
14000US06037232800,"Census Tract 2328, Los Angeles, CA",793,215,580,161,73,59,53,40,0,12,67,82,20,33
14000US06037234000,"Census Tract 2340, Los Angeles, CA",732,174,480,139,68,64,59,42,22,33,75,49,28,41
14000US06037234200,"Census Tract 2342, Los Angeles, CA",242,95,146,80,90,55,0,12,0,12,6,10,0,12
14000US06037234300,"Census Tract 2343, Los Angeles, CA",123,96,56,70,23,35,0,12,0,12,0,12,44,37
14000US06037234501,"Census Tract 2345.01, Los Angeles, CA",424,153,333,120,6,10,49,72,7,12,10,16,19,21
14000US06037234502,"Census Tract 2345.02, Los Angeles, CA",305,182,256,187,15,22,0,12,2,4,0,12,32,40
14000US06037234600,"Census Tract 2346, Los Angeles, CA",387,133,310,97,16,27,31,33,0,12,0,12,30,47
14000US06037234700,"Census Tract 2347, Los Angeles, CA",346,199,278,214,37,53,29,35,1,2,0,12,1,2
14000US06037234800,"Census Tract 2348, Los Angeles, CA",427,202,340,180,59,102,5,9,23,30,0,12,0,12
14000US06037234901,"Census Tract 2349.01, Los Angeles, CA",267,124,217,130,5,9,33,41,10,15,0,12,2,5
14000US06037234902,"Census Tract 2349.02, Los Angeles, CA",571,204,376,138,12,22,157,163,3,6,21,32,2,6
14000US06037235100,"Census Tract 2351, Los Angeles, CA",418,140,346,125,23,27,16,27,0,12,13,24,20,22
14000US06037235201,"Census Tract 2352.01, Los Angeles, CA",211,102,146,94,34,28,0,12,0,12,7,11,24,29
14000US06037235202,"Census Tract 2352.02, Los Angeles, CA",495,148,291,111,6,10,86,62,0,12,89,81,23,35
14000US06037236000,"Census Tract 2360, Los Angeles, CA",544,166,428,146,34,40,29,43,0,12,0,12,53,47
14000US06037236100,"Census Tract 2361, Los Angeles, CA",389,195,248,142,30,45,27,44,1,3,40,38,43,44
14000US06037236202,"Census Tract 2362.02, Los Angeles, CA",845,285,445,164,119,96,227,124,0,17,19,29,35,52
14000US06037236203,"Census Tract 2362.03, Los Angeles, CA",335,110,294,90,5,18,36,40,0,12,0,12,0,12
14000US06037236204,"Census Tract 2362.04, Los Angeles, CA",329,142,243,116,0,12,56,65,0,12,9,14,21,33
14000US06037236400,"Census Tract 2364, Los Angeles, CA",294,105,251,104,8,13,23,25,0,12,0,12,12,19
14000US06037237101,"Census Tract 2371.01, Los Angeles, CA",614,250,486,195,55,50,55,52,11,19,0,12,7,11
14000US06037237102,"Census Tract 2371.02, Los Angeles, CA",566,168,342,105,58,47,102,59,0,12,36,27,28,26
14000US06037237201,"Census Tract 2372.01, Los Angeles, CA",621,235,497,202,37,32,87,53,0,12,0,12,0,12
14000US06037237202,"Census Tract 2372.02, Los Angeles, CA",624,232,536,210,46,47,13,21,29,47,0,12,0,12
14000US06037237300,"Census Tract 2373, Los Angeles, CA",492,206,396,207,51,49,0,17,30,48,15,20,0,17
14000US06037237401,"Census Tract 2374.01, Los Angeles, CA",375,149,281,125,44,37,21,26,0,12,5,10,24,22
14000US06037237402,"Census Tract 2374.02, Los Angeles, CA",512,172,386,137,48,53,16,18,6,9,42,52,14,19
14000US06037237500,"Census Tract 2375, Los Angeles, CA",294,98,223,76,11,13,25,24,0,12,15,19,20,18
14000US06037237600,"Census Tract 2376, Los Angeles, CA",667,276,385,247,129,92,120,96,0,12,0,12,33,47
14000US06037237710,"Census Tract 2377.10, Los Angeles, CA",577,262,462,234,70,54,45,36,0,12,0,12,0,12
14000US06037237720,"Census Tract 2377.20, Los Angeles, CA",378,158,223,99,77,75,78,61,0,12,0,12,0,12
14000US06037237800,"Census Tract 2378, Los Angeles, CA",430,162,263,114,102,98,46,43,0,12,0,12,19,30
14000US06037237900,"Census Tract 2379, Los Angeles, CA",361,141,306,153,2,4,9,15,0,12,21,34,23,25
14000US06037238000,"Census Tract 2380, Los Angeles, CA",626,319,504,274,122,137,0,17,0,17,0,17,0,17
14000US06037238100,"Census Tract 2381, Los Angeles, CA",273,170,140,62,126,140,7,11,0,12,0,12,0,12
14000US06037238200,"Census Tract 2382, Los Angeles, CA",237,209,237,209,0,12,0,12,0,12,0,12,0,12
14000US06037238310,"Census Tract 2383.10, Los Angeles, CA",491,183,417,143,61,61,13,22,0,17,0,17,0,17
14000US06037238320,"Census Tract 2383.20, Los Angeles, CA",366,147,287,115,12,20,43,42,11,17,0,12,13,19
14000US06037238400,"Census Tract 2384, Los Angeles, CA",222,129,222,129,0,12,0,12,0,12,0,12,0,12
14000US06037239201,"Census Tract 2392.01, Los Angeles, CA",448,180,272,137,87,60,51,41,5,7,19,28,14,23
14000US06037239202,"Census Tract 2392.02, Los Angeles, CA",825,300,472,170,79,101,195,111,19,30,52,57,8,17
14000US06037239310,"Census Tract 2393.10, Los Angeles, CA",968,258,555,175,170,88,130,75,18,27,62,68,33,52
14000US06037239320,"Census Tract 2393.20, Los Angeles, CA",505,178,281,101,28,32,139,87,5,8,36,35,16,26
14000US06037239330,"Census Tract 2393.30, Los Angeles, CA",477,117,312,100,44,36,80,56,6,9,31,32,4,8
14000US06037239501,"Census Tract 2395.01, Los Angeles, CA",648,177,473,150,57,34,77,50,17,18,0,12,24,25
14000US06037239502,"Census Tract 2395.02, Los Angeles, CA",395,152,230,89,61,40,65,47,0,12,23,26,16,24
14000US06037239601,"Census Tract 2396.01, Los Angeles, CA",501,161,369,125,97,68,35,34,0,12,0,12,0,12
14000US06037239602,"Census Tract 2396.02, Los Angeles, CA",456,143,330,120,31,26,55,36,21,31,19,23,0,12
14000US06037239701,"Census Tract 2397.01, Los Angeles, CA",602,182,400,130,73,43,90,76,0,17,20,32,19,26
14000US06037239702,"Census Tract 2397.02, Los Angeles, CA",480,241,271,146,149,114,55,56,0,12,0,12,5,8
14000US06037239801,"Census Tract 2398.01, Los Angeles, CA",495,164,396,142,57,37,29,26,13,19,0,12,0,12
14000US06037239802,"Census Tract 2398.02, Los Angeles, CA",649,221,414,175,57,48,90,54,67,53,14,23,7,11
14000US06037240010,"Census Tract 2400.10, Los Angeles, CA",313,99,215,83,57,47,9,10,14,16,0,12,18,19
14000US06037240020,"Census Tract 2400.20, Los Angeles, CA",784,219,519,176,86,79,66,47,0,17,57,42,56,65
14000US06037240200,"Census Tract 2402, Los Angeles, CA",609,235,506,191,65,56,21,21,0,17,0,17,17,26
14000US06037240300,"Census Tract 2403, Los Angeles, CA",1000,283,640,197,118,90,141,74,31,47,15,23,55,66
14000US06037240401,"Census Tract 2404.01, Los Angeles, CA",762,311,482,232,120,108,92,90,21,35,24,38,23,35
14000US06037240402,"Census Tract 2404.02, Los Angeles, CA",493,202,430,188,0,12,35,41,0,12,0,12,28,44
14000US06037240500,"Census Tract 2405, Los Angeles, CA",966,373,644,279,130,84,118,96,0,17,40,46,34,38
14000US06037240600,"Census Tract 2406, Los Angeles, CA",943,412,646,333,83,93,133,72,0,17,47,45,34,42
14000US06037240700,"Census Tract 2407, Los Angeles, CA",1049,247,847,215,109,70,93,55,0,17,0,17,0,17
14000US06037240800,"Census Tract 2408, Los Angeles, CA",793,232,567,169,90,70,109,113,18,26,0,12,9,16
14000US06037240900,"Census Tract 2409, Los Angeles, CA",1392,411,1119,324,141,103,63,70,21,31,3,11,45,51
14000US06037241001,"Census Tract 2410.01, Los Angeles, CA",774,303,592,292,116,77,32,38,0,12,0,12,34,40
14000US06037241002,"Census Tract 2410.02, Los Angeles, CA",435,190,303,125,28,30,31,33,0,12,63,81,10,14
14000US06037241110,"Census Tract 2411.10, Los Angeles, CA",568,170,438,155,48,68,64,52,7,10,11,16,0,12
14000US06037241120,"Census Tract 2411.20, Los Angeles, CA",783,325,544,252,147,103,62,52,0,17,30,49,0,17
14000US06037241201,"Census Tract 2412.01, Los Angeles, CA",368,108,295,87,31,46,0,12,8,20,0,12,34,33
14000US06037241202,"Census Tract 2412.02, Los Angeles, CA",999,267,725,219,97,83,143,108,0,17,0,17,34,40
14000US06037241300,"Census Tract 2413, Los Angeles, CA",215,89,139,64,19,21,38,43,13,16,0,12,6,9
14000US06037241400,"Census Tract 2414, Los Angeles, CA",652,188,547,170,24,23,64,66,0,12,12,15,5,7
14000US06037242000,"Census Tract 2420, Los Angeles, CA",680,245,397,143,178,128,52,44,0,12,21,23,32,22
14000US06037242100,"Census Tract 2421, Los Angeles, CA",240,107,130,54,16,17,94,65,0,12,0,12,0,12
14000US06037242200,"Census Tract 2422, Los Angeles, CA",625,193,459,168,52,47,81,63,0,17,16,25,17,28
14000US06037242300,"Census Tract 2423, Los Angeles, CA",538,430,460,350,0,17,78,90,0,17,0,17,0,17
14000US06037242600,"Census Tract 2426, Los Angeles, CA",225,137,122,86,32,34,16,28,0,12,0,12,55,51
14000US06037242700,"Census Tract 2427, Los Angeles, CA",910,333,635,234,94,93,129,107,0,17,0,17,52,46
14000US06037243000,"Census Tract 2430, Los Angeles, CA",1053,347,617,207,262,168,108,71,16,24,9,14,41,46
14000US06037243100,"Census Tract 2431, Los Angeles, CA",912,256,666,203,105,68,69,73,0,17,22,34,50,45
14000US06037261101,"Census Tract 2611.01, Los Angeles, CA",1653,187,1089,180,108,63,0,12,9,13,56,51,391,114
14000US06037261102,"Census Tract 2611.02, Los Angeles, CA",1367,210,991,217,160,102,0,12,0,12,0,12,216,115
14000US06037261200,"Census Tract 2612, Los Angeles, CA",1794,203,1328,180,111,77,8,14,0,12,8,12,339,108
14000US06037262100,"Census Tract 2621, Los Angeles, CA",1086,215,765,196,37,30,0,12,26,29,23,27,235,107
14000US06037262200,"Census Tract 2622, Los Angeles, CA",1815,234,1426,228,134,96,13,21,29,37,29,27,184,95
14000US06037262301,"Census Tract 2623.01, Los Angeles, CA",898,125,577,108,73,47,12,16,131,69,24,24,81,41
14000US06037262302,"Census Tract 2623.02, Los Angeles, CA",1115,152,886,150,20,23,0,12,28,30,72,52,109,55
14000US06037262303,"Census Tract 2623.03, Los Angeles, CA",1150,202,788,159,125,65,0,12,8,12,28,24,201,135
14000US06037262400,"Census Tract 2624, Los Angeles, CA",1072,159,746,132,120,60,9,14,26,29,13,20,158,67
14000US06037262501,"Census Tract 2625.01, Los Angeles, CA",1347,168,979,131,59,46,13,19,53,51,11,16,232,76
14000US06037262601,"Census Tract 2626.01, Los Angeles, CA",1426,194,1207,184,45,40,0,12,7,13,7,11,160,75
14000US06037262604,"Census Tract 2626.04, Los Angeles, CA",2197,276,1680,262,37,42,26,41,28,33,0,17,426,192
14000US06037262704,"Census Tract 2627.04, Los Angeles, CA",1428,208,1188,205,34,27,10,16,26,26,74,51,96,58
14000US06037262706,"Census Tract 2627.06, Los Angeles, CA",1546,169,1225,164,107,69,19,21,44,33,32,34,119,58
14000US06037262802,"Census Tract 2628.02, Los Angeles, CA",1314,211,992,178,68,45,0,12,8,13,22,29,224,89
14000US06037264000,"Census Tract 2640, Los Angeles, CA",1261,217,956,181,26,30,0,12,51,63,0,12,228,88
14000US06037264102,"Census Tract 2641.02, Los Angeles, CA",1597,202,1111,182,17,17,37,35,97,75,8,13,327,182
14000US06037264103,"Census Tract 2641.03, Los Angeles, CA",1423,202,1065,182,8,12,57,46,82,59,101,70,110,52
14000US06037264301,"Census Tract 2643.01, Los Angeles, CA",2986,384,2035,338,119,110,116,69,366,295,43,42,307,103
14000US06037264302,"Census Tract 2643.02, Los Angeles, CA",3073,280,2084,336,125,94,134,100,82,66,235,201,413,149
14000US06037265100,"Census Tract 2651, Los Angeles, CA",860,183,590,157,20,22,18,17,47,30,8,14,177,103
14000US06037265201,"Census Tract 2652.01, Los Angeles, CA",745,125,416,90,36,36,38,30,121,62,29,27,105,57
14000US06037265202,"Census Tract 2652.02, Los Angeles, CA",979,230,688,202,33,38,0,12,176,105,0,12,82,62
14000US06037265301,"Census Tract 2653.01, Los Angeles, CA",1194,221,112,68,8,15,76,71,892,177,34,32,72,59
14000US06037265303,"Census Tract 2653.03, Los Angeles, CA",1023,259,351,122,19,29,70,55,450,191,50,49,83,73
14000US06037265304,"Census Tract 2653.04, Los Angeles, CA",649,181,205,99,9,16,8,15,370,145,8,13,49,50
14000US06037265305,"Census Tract 2653.05, Los Angeles, CA",930,233,253,142,0,12,96,70,518,159,27,28,36,36
14000US06037265410,"Census Tract 2654.10, Los Angeles, CA",528,74,372,64,0,12,7,11,42,25,31,28,76,46
14000US06037265420,"Census Tract 2654.20, Los Angeles, CA",745,83,608,77,54,36,0,12,9,10,0,12,74,43
14000US06037265510,"Census Tract 2655.10, Los Angeles, CA",1259,197,758,173,83,55,39,62,122,76,32,39,225,126
14000US06037265520,"Census Tract 2655.20, Los Angeles, CA",1771,255,1122,200,148,108,19,31,195,102,64,64,223,122
14000US06037265601,"Census Tract 2656.01, Los Angeles, CA",1493,240,1027,214,58,58,111,99,81,60,85,63,131,65
