geoid,name,B08105A001,"B08105A001, Error",B08105A002,"B08105A002, Error",B08105A003,"B08105A003, Error",B08105A004,"B08105A004, Error",B08105A005,"B08105A005, Error",B08105A006,"B08105A006, Error",B08105A007,"B08105A007, Error"
14000US06037575103,"Census Tract 5751.03, Los Angeles, CA",1414,239,1165,188,69,46,54,47,33,38,43,44,50,55
14000US06037575201,"Census Tract 5752.01, Los Angeles, CA",774,199,487,139,114,100,73,90,16,24,14,21,70,58
14000US06037575202,"Census Tract 5752.02, Los Angeles, CA",888,262,592,191,133,112,71,43,19,22,23,27,50,46
14000US06037575300,"Census Tract 5753, Los Angeles, CA",652,176,389,136,59,56,81,58,15,25,34,40,74,71
14000US06037575401,"Census Tract 5754.01, Los Angeles, CA",1394,341,721,204,199,97,329,154,25,28,92,91,28,33
14000US06037575402,"Census Tract 5754.02, Los Angeles, CA",1091,175,610,128,109,56,205,76,43,29,103,61,21,20
14000US06037575500,"Census Tract 5755, Los Angeles, CA",8,12,4,6,0,12,0,12,0,12,4,6,0,12
14000US06037575801,"Census Tract 5758.01, Los Angeles, CA",563,119,375,96,69,39,54,37,15,16,31,21,19,21
14000US06037575802,"Census Tract 5758.02, Los Angeles, CA",1499,350,748,181,119,87,271,145,164,111,178,118,19,31
14000US06037575803,"Census Tract 5758.03, Los Angeles, CA",723,224,417,164,171,168,21,31,64,58,40,38,10,17
14000US06037575901,"Census Tract 5759.01, Los Angeles, CA",884,222,603,123,54,43,118,64,0,12,61,59,48,41
14000US06037575902,"Census Tract 5759.02, Los Angeles, CA",1714,370,1100,318,180,103,117,68,230,118,0,17,87,80
14000US06037576001,"Census Tract 5760.01, Los Angeles, CA",2156,377,1542,307,135,128,46,42,169,152,87,59,177,190
14000US06037576200,"Census Tract 5762, Los Angeles, CA",1717,303,865,252,151,117,415,257,122,81,78,86,86,74
14000US06037576301,"Census Tract 5763.01, Los Angeles, CA",972,173,696,133,93,61,100,75,6,10,36,38,41,30
14000US06037576302,"Census Tract 5763.02, Los Angeles, CA",830,189,569,163,118,83,76,53,40,41,27,35,0,12
14000US06037576401,"Census Tract 5764.01, Los Angeles, CA",825,243,428,171,33,62,220,103,60,60,58,50,26,39
14000US06037576402,"Census Tract 5764.02, Los Angeles, CA",1319,280,926,203,165,92,160,120,29,35,0,17,39,42
14000US06037576403,"Census Tract 5764.03, Los Angeles, CA",966,202,760,154,86,75,101,101,0,17,19,29,0,17
14000US06037576501,"Census Tract 5765.01, Los Angeles, CA",776,165,546,136,34,41,98,70,41,31,21,20,36,41
14000US06037576502,"Census Tract 5765.02, Los Angeles, CA",1513,281,1115,264,75,70,72,54,46,39,23,36,182,78
14000US06037576503,"Census Tract 5765.03, Los Angeles, CA",1557,241,1176,194,87,56,127,130,43,44,54,53,70,51
14000US06037576601,"Census Tract 5766.01, Los Angeles, CA",2310,365,1516,347,149,104,127,91,18,30,57,81,443,218
14000US06037576602,"Census Tract 5766.02, Los Angeles, CA",1535,324,1244,312,61,75,48,38,13,21,108,64,61,53
14000US06037576700,"Census Tract 5767, Los Angeles, CA",1737,303,1205,266,219,112,27,31,53,53,75,71,158,96
14000US06037576801,"Census Tract 5768.01, Los Angeles, CA",1220,318,953,238,132,124,15,25,17,27,91,84,12,19
14000US06037576802,"Census Tract 5768.02, Los Angeles, CA",1516,211,1259,170,20,19,65,64,20,21,52,37,100,60
14000US06037576901,"Census Tract 5769.01, Los Angeles, CA",1096,204,779,193,88,64,128,78,31,30,29,27,41,37
14000US06037576903,"Census Tract 5769.03, Los Angeles, CA",1088,250,808,233,42,36,123,68,23,38,23,37,69,65
14000US06037576904,"Census Tract 5769.04, Los Angeles, CA",1089,159,886,159,33,30,114,76,0,12,39,42,17,20
14000US06037577000,"Census Tract 5770, Los Angeles, CA",3038,432,2428,380,332,201,80,74,74,80,6,14,118,74
14000US06037577100,"Census Tract 5771, Los Angeles, CA",3314,374,2791,361,218,119,46,48,92,81,31,36,136,95
14000US06037577200,"Census Tract 5772, Los Angeles, CA",2759,376,2056,297,183,151,48,49,131,101,40,41,301,127
14000US06037577300,"Census Tract 5773, Los Angeles, CA",3007,296,2638,293,80,70,0,17,51,46,19,30,219,148
14000US06037577400,"Census Tract 5774, Los Angeles, CA",1703,224,1425,223,58,39,31,27,50,45,0,12,139,73
14000US06037577501,"Census Tract 5775.01, Los Angeles, CA",1461,216,1152,183,76,70,27,26,52,35,0,12,154,67
14000US06037577504,"Census Tract 5775.04, Los Angeles, CA",681,147,478,130,21,17,23,36,22,20,8,12,129,56
14000US06037577602,"Census Tract 5776.02, Los Angeles, CA",1058,142,847,122,30,35,0,12,41,30,0,12,140,77
14000US06037577603,"Census Tract 5776.03, Los Angeles, CA",3473,281,2832,320,83,72,55,66,16,26,66,46,421,152
14000US06037577604,"Census Tract 5776.04, Los Angeles, CA",619,140,509,129,47,40,3,6,5,8,10,11,45,24
14000US06037599000,"Census Tract 5990, Los Angeles, CA",1435,257,427,163,89,98,0,12,708,216,160,103,51,48
14000US06037599100,"Census Tract 5991, Los Angeles, CA",288,165,63,58,62,87,0,12,83,66,51,76,29,58
14000US06037600100,"Census Tract 6001, Los Angeles, CA",827,274,643,233,42,36,98,79,9,17,0,17,35,34
14000US06037600201,"Census Tract 6002.01, Los Angeles, CA",822,316,710,294,58,47,21,27,17,27,16,26,0,12
14000US06037600202,"Census Tract 6002.02, Los Angeles, CA",938,229,760,205,65,72,94,56,19,30,0,17,0,17
14000US06037600302,"Census Tract 6003.02, Los Angeles, CA",180,91,155,83,24,36,1,3,0,12,0,12,0,12
14000US06037600303,"Census Tract 6003.03, Los Angeles, CA",533,203,402,156,75,69,48,53,0,12,0,12,8,17
14000US06037600304,"Census Tract 6003.04, Los Angeles, CA",801,185,614,132,78,65,48,44,16,22,31,37,14,22
14000US06037600400,"Census Tract 6004, Los Angeles, CA",204,117,173,118,31,27,0,12,0,12,0,12,0,12
14000US06037600501,"Census Tract 6005.01, Los Angeles, CA",131,79,102,74,0,12,10,17,0,12,19,22,0,12
14000US06037600502,"Census Tract 6005.02, Los Angeles, CA",270,126,219,104,23,20,5,8,0,12,6,9,17,27
14000US06037600601,"Census Tract 6006.01, Los Angeles, CA",65,41,48,38,7,10,10,14,0,12,0,12,0,12
14000US06037600602,"Census Tract 6006.02, Los Angeles, CA",305,150,150,84,36,32,76,68,20,22,20,26,3,5
14000US06037600702,"Census Tract 6007.02, Los Angeles, CA",207,150,126,151,47,59,34,59,0,12,0,12,0,12
14000US06037600703,"Census Tract 6007.03, Los Angeles, CA",52,42,38,36,14,20,0,12,0,12,0,12,0,12
14000US06037600704,"Census Tract 6007.04, Los Angeles, CA",163,107,129,97,33,41,0,12,1,3,0,12,0,12
14000US06037600801,"Census Tract 6008.01, Los Angeles, CA",276,117,169,85,67,72,32,37,0,12,0,12,8,15
14000US06037600802,"Census Tract 6008.02, Los Angeles, CA",70,60,59,48,11,18,0,12,0,12,0,12,0,12
14000US06037600902,"Census Tract 6009.02, Los Angeles, CA",486,242,427,230,30,44,29,45,0,17,0,17,0,17
14000US06037600911,"Census Tract 6009.11, Los Angeles, CA",733,173,548,159,108,62,23,23,0,12,42,47,12,17
14000US06037600912,"Census Tract 6009.12, Los Angeles, CA",1189,324,897,241,214,154,31,28,6,12,12,19,29,33
14000US06037601001,"Census Tract 6010.01, Los Angeles, CA",348,226,262,207,19,30,67,46,0,12,0,12,0,12
14000US06037601002,"Census Tract 6010.02, Los Angeles, CA",418,197,217,125,100,76,32,38,69,72,0,17,0,17
14000US06037601100,"Census Tract 6011, Los Angeles, CA",535,186,422,183,38,43,29,45,0,17,34,35,12,20
14000US06037601202,"Census Tract 6012.02, Los Angeles, CA",1081,239,865,217,82,59,64,51,32,34,20,25,18,30
14000US06037601211,"Census Tract 6012.11, Los Angeles, CA",250,103,182,77,43,37,0,12,0,12,0,12,25,29
14000US06037601212,"Census Tract 6012.12, Los Angeles, CA",647,263,442,198,44,52,0,17,51,60,110,96,0,17
14000US06037601301,"Census Tract 6013.01, Los Angeles, CA",220,54,169,49,34,25,0,12,0,12,0,12,17,14
14000US06037601302,"Census Tract 6013.02, Los Angeles, CA",988,249,693,217,120,109,129,116,0,17,0,17,46,54
14000US06037601303,"Census Tract 6013.03, Los Angeles, CA",547,159,382,126,80,48,35,42,0,17,35,34,15,18
14000US06037601401,"Census Tract 6014.01, Los Angeles, CA",609,135,452,125,87,70,19,21,0,17,32,34,19,45
14000US06037601402,"Census Tract 6014.02, Los Angeles, CA",955,289,706,243,111,80,13,18,61,48,27,23,37,40
14000US06037601501,"Census Tract 6015.01, Los Angeles, CA",814,238,581,186,88,57,68,78,58,63,2,20,17,28
14000US06037601502,"Census Tract 6015.02, Los Angeles, CA",1040,234,694,187,189,102,64,47,14,21,63,44,16,19
14000US06037601600,"Census Tract 6016, Los Angeles, CA",939,299,637,248,67,47,161,87,65,59,0,12,9,14
14000US06037601700,"Census Tract 6017, Los Angeles, CA",785,288,555,205,173,127,27,29,5,11,25,48,0,17
14000US06037601801,"Census Tract 6018.01, Los Angeles, CA",853,198,642,172,87,46,73,38,11,17,40,37,0,12
14000US06037601802,"Census Tract 6018.02, Los Angeles, CA",948,268,604,198,138,74,77,80,35,38,40,54,54,41
14000US06037601900,"Census Tract 6019, Los Angeles, CA",843,287,615,237,129,86,24,43,26,40,32,41,17,26
14000US06037602002,"Census Tract 6020.02, Los Angeles, CA",461,143,321,122,59,34,47,36,16,22,8,13,10,13
14000US06037602003,"Census Tract 6020.03, Los Angeles, CA",851,254,632,213,39,31,0,12,19,28,67,51,94,99
14000US06037602004,"Census Tract 6020.04, Los Angeles, CA",544,170,279,84,187,128,40,44,11,18,20,27,7,11
14000US06037602103,"Census Tract 6021.03, Los Angeles, CA",885,382,462,211,47,57,72,66,131,126,173,176,0,17
14000US06037602104,"Census Tract 6021.04, Los Angeles, CA",781,266,568,227,53,51,57,40,30,35,73,72,0,17
14000US06037602105,"Census Tract 6021.05, Los Angeles, CA",552,165,394,125,119,75,14,16,0,12,0,12,25,23
14000US06037602106,"Census Tract 6021.06, Los Angeles, CA",778,253,520,201,49,47,46,44,17,29,77,53,69,67
14000US06037602200,"Census Tract 6022, Los Angeles, CA",1812,360,1302,307,218,122,63,55,71,79,13,20,145,115
14000US06037602301,"Census Tract 6023.01, Los Angeles, CA",1541,302,1201,279,162,82,44,41,43,50,11,16,80,48
14000US06037602302,"Census Tract 6023.02, Los Angeles, CA",1574,199,1318,175,96,52,12,18,48,48,19,22,81,44
14000US06037602402,"Census Tract 6024.02, Los Angeles, CA",1052,367,813,296,103,77,56,55,0,17,31,51,49,46
14000US06037602403,"Census Tract 6024.03, Los Angeles, CA",866,217,598,157,106,53,100,68,1,5,40,31,21,23
14000US06037602404,"Census Tract 6024.04, Los Angeles, CA",976,237,711,203,175,80,15,22,6,8,33,35,36,32
14000US06037602504,"Census Tract 6025.04, Los Angeles, CA",764,243,490,167,69,69,78,75,20,26,41,40,66,51
14000US06037602505,"Census Tract 6025.05, Los Angeles, CA",526,184,420,168,79,60,27,26,0,12,0,12,0,12
14000US06037602506,"Census Tract 6025.06, Los Angeles, CA",331,152,226,107,38,50,35,32,19,29,7,11,6,14
14000US06037602507,"Census Tract 6025.07, Los Angeles, CA",470,207,391,169,7,13,63,52,0,17,9,13,0,17
14000US06037602508,"Census Tract 6025.08, Los Angeles, CA",936,269,722,235,101,95,76,60,0,17,37,42,0,17
14000US06037602509,"Census Tract 6025.09, Los Angeles, CA",778,265,548,204,130,107,48,47,0,12,15,20,37,42
14000US06037602600,"Census Tract 6026, Los Angeles, CA",555,219,279,127,123,103,92,109,31,50,0,17,30,35
14000US06037602700,"Census Tract 6027, Los Angeles, CA",125,83,125,83,0,12,0,12,0,12,0,12,0,12
14000US06037602801,"Census Tract 6028.01, Los Angeles, CA",461,190,236,119,117,98,108,84,0,12,0,12,0,12
14000US06037602802,"Census Tract 6028.02, Los Angeles, CA",312,186,220,123,67,72,0,12,0,12,0,12,25,37
14000US06037602900,"Census Tract 6029, Los Angeles, CA",438,186,319,148,66,54,28,33,20,29,0,12,5,18
14000US06037603001,"Census Tract 6030.01, Los Angeles, CA",511,236,401,190,53,67,36,49,0,17,0,17,21,28
14000US06037603004,"Census Tract 6030.04, Los Angeles, CA",102,42,62,29,14,19,9,12,7,10,0,12,10,10
14000US06037603005,"Census Tract 6030.05, Los Angeles, CA",467,195,347,169,92,114,7,13,0,17,12,19,9,15
14000US06037603006,"Census Tract 6030.06, Los Angeles, CA",147,62,86,47,12,13,19,24,0,12,23,31,7,10
14000US06037603101,"Census Tract 6031.01, Los Angeles, CA",605,98,490,84,50,32,14,21,1,3,0,12,50,62
14000US06037603102,"Census Tract 6031.02, Los Angeles, CA",407,147,299,125,25,28,24,37,37,51,0,12,22,24
14000US06037603200,"Census Tract 6032, Los Angeles, CA",332,139,227,108,14,23,30,49,0,12,44,54,17,21
14000US06037603301,"Census Tract 6033.01, Los Angeles, CA",338,96,209,76,69,37,20,30,14,17,26,30,0,12
14000US06037603302,"Census Tract 6033.02, Los Angeles, CA",462,173,288,118,141,126,11,21,7,16,8,12,7,12
14000US06037603400,"Census Tract 6034, Los Angeles, CA",631,169,543,145,32,38,17,30,0,12,5,9,34,33
14000US06037603500,"Census Tract 6035, Los Angeles, CA",621,132,504,126,75,39,0,12,9,11,10,15,23,18
14000US06037603600,"Census Tract 6036, Los Angeles, CA",851,193,675,166,52,51,15,22,34,48,16,23,59,64
14000US06037603702,"Census Tract 6037.02, Los Angeles, CA",1184,175,926,165,111,68,19,20,27,30,22,24,79,50
14000US06037603703,"Census Tract 6037.03, Los Angeles, CA",560,109,484,112,52,37,7,10,0,12,6,8,11,12
14000US06037603704,"Census Tract 6037.04, Los Angeles, CA",683,237,620,227,17,27,18,31,0,17,28,42,0,17
14000US06037603801,"Census Tract 6038.01, Los Angeles, CA",521,130,427,111,70,50,15,23,0,12,0,12,9,14
14000US06037603802,"Census Tract 6038.02, Los Angeles, CA",715,204,583,186,23,31,0,12,91,96,10,17,8,11
14000US06037603900,"Census Tract 6039, Los Angeles, CA",1511,259,1067,236,287,134,63,70,37,37,41,47,16,26
14000US06037604001,"Census Tract 6040.01, Los Angeles, CA",1024,300,842,244,131,100,25,42,9,14,17,18,0,12
14000US06037604002,"Census Tract 6040.02, Los Angeles, CA",933,235,684,177,34,33,45,45,22,25,9,14,139,90
14000US06037604100,"Census Tract 6041, Los Angeles, CA",1980,567,1575,491,218,195,53,65,0,17,59,91,75,86
14000US06037609900,"Census Tract 6099, Los Angeles, CA",552,108,476,106,27,24,9,10,9,11,7,9,24,16
14000US06037620001,"Census Tract 6200.01, Los Angeles, CA",1656,201,1261,203,101,58,61,49,51,49,47,44,135,71
14000US06037620002,"Census Tract 6200.02, Los Angeles, CA",1307,164,1174,162,16,18,0,12,13,19,72,57,32,27
14000US06037620101,"Census Tract 6201.01, Los Angeles, CA",1978,270,1568,248,154,90,0,17,44,61,83,73,129,78
14000US06037620102,"Census Tract 6201.02, Los Angeles, CA",1560,162,1253,179,26,29,36,41,80,43,39,36,126,53
14000US06037620201,"Census Tract 6202.01, Los Angeles, CA",1008,137,795,143,35,37,12,14,13,13,52,43,101,45
14000US06037620301,"Census Tract 6203.01, Los Angeles, CA",1617,152,1409,159,31,29,0,12,50,41,36,30,91,46
14000US06037620303,"Census Tract 6203.03, Los Angeles, CA",1820,237,1509,218,89,60,0,12,8,12,0,12,214,80
14000US06037620305,"Census Tract 6203.05, Los Angeles, CA",2440,366,1686,336,108,117,42,42,52,50,114,96,438,157
14000US06037620400,"Census Tract 6204, Los Angeles, CA",1718,284,1409,230,179,116,0,17,39,44,27,43,64,63
14000US06037620501,"Census Tract 6205.01, Los Angeles, CA",2310,289,1824,297,174,94,33,39,45,45,17,28,217,102
14000US06037620521,"Census Tract 6205.21, Los Angeles, CA",1387,214,1177,201,83,57,16,18,37,43,0,12,74,60
14000US06037620522,"Census Tract 6205.22, Los Angeles, CA",1796,251,1447,235,149,114,41,42,26,23,61,45,72,64
14000US06037620601,"Census Tract 6206.01, Los Angeles, CA",1539,224,1220,213,132,89,19,30,28,40,111,70,29,32
14000US06037620602,"Census Tract 6206.02, Los Angeles, CA",2061,267,1624,288,75,60,8,14,9,15,109,74,236,122
14000US06037620701,"Census Tract 6207.01, Los Angeles, CA",3103,441,2529,340,176,91,66,79,44,43,110,77,178,107
14000US06037620702,"Census Tract 6207.02, Los Angeles, CA",2781,357,2226,338,165,97,0,17,26,32,99,69,265,239
14000US06037620800,"Census Tract 6208, Los Angeles, CA",2407,323,1977,289,197,116,41,46,39,39,18,28,135,84
14000US06037620901,"Census Tract 6209.01, Los Angeles, CA",956,103,731,98,17,16,32,29,20,17,0,12,156,47
14000US06037620904,"Census Tract 6209.04, Los Angeles, CA",1102,180,757,167,56,51,17,20,47,39,10,17,215,75
14000US06037621001,"Census Tract 6210.01, Los Angeles, CA",1979,272,1451,181,106,61,0,12,36,28,31,26,355,151
14000US06037621002,"Census Tract 6210.02, Los Angeles, CA",570,112,422,93,34,36,11,11,5,9,53,43,45,31
14000US06037621004,"Census Tract 6210.04, Los Angeles, CA",2282,400,1777,352,82,72,0,12,51,48,0,12,372,134
14000US06037621102,"Census Tract 6211.02, Los Angeles, CA",1385,172,1122,157,66,48,13,20,0,12,52,47,132,67
14000US06037621104,"Census Tract 6211.04, Los Angeles, CA",4077,516,3185,515,313,150,15,25,126,106,99,71,339,163
14000US06037621201,"Census Tract 6212.01, Los Angeles, CA",2769,338,2286,345,61,60,41,41,30,48,84,85,267,114
14000US06037621204,"Census Tract 6212.04, Los Angeles, CA",1496,217,1055,172,82,106,63,41,37,32,67,64,192,92
14000US06037621301,"Census Tract 6213.01, Los Angeles, CA",2842,431,2258,403,85,75,0,17,23,26,23,29,453,184
14000US06037621324,"Census Tract 6213.24, Los Angeles, CA",1671,334,1265,242,33,34,0,12,0,12,112,97,261,192
14000US06037621326,"Census Tract 6213.26, Los Angeles, CA",1602,206,1168,174,45,46,24,38,72,53,70,41,223,93
14000US06037621400,"Census Tract 6214, Los Angeles, CA",1738,236,1331,199,61,38,0,12,59,50,84,87,203,84
14000US06037650001,"Census Tract 6500.01, Los Angeles, CA",710,300,507,195,95,90,53,58,0,17,27,32,28,27
14000US06037650003,"Census Tract 6500.03, Los Angeles, CA",571,197,500,191,31,41,0,12,0,12,34,30,6,11
14000US06037650004,"Census Tract 6500.04, Los Angeles, CA",671,181,557,156,24,38,7,12,0,12,42,36,41,43
14000US06037650101,"Census Tract 6501.01, Los Angeles, CA",750,216,538,175,128,64,27,43,0,17,20,32,37,40
14000US06037650102,"Census Tract 6501.02, Los Angeles, CA",572,105,469,101,73,42,11,11,5,8,4,7,10,18
14000US06037650200,"Census Tract 6502, Los Angeles, CA",1509,220,1317,192,59,49,51,43,39,28,12,18,31,28
14000US06037650300,"Census Tract 6503, Los Angeles, CA",1353,324,1045,255,127,87,0,17,20,33,35,32,126,112
14000US06037650401,"Census Tract 6504.01, Los Angeles, CA",1237,165,1073,184,93,55,8,13,16,18,0,12,47,36
14000US06037650501,"Census Tract 6505.01, Los Angeles, CA",827,127,714,124,20,20,0,12,13,20,21,19,59,35
14000US06037650502,"Census Tract 6505.02, Los Angeles, CA",1142,195,900,165,92,55,0,12,17,20,27,35,106,49
14000US06037650602,"Census Tract 6506.02, Los Angeles, CA",1106,249,904,241,32,45,17,28,42,63,42,36,69,62
14000US06037650603,"Census Tract 6506.03, Los Angeles, CA",948,155,850,152,31,25,0,12,29,26,0,12,38,32
14000US06037650604,"Census Tract 6506.04, Los Angeles, CA",1258,347,1127,337,11,20,16,27,17,28,55,56,32,39
14000US06037650605,"Census Tract 6506.05, Los Angeles, CA",704,142,534,134,49,46,17,21,0,12,33,29,71,78
14000US06037650701,"Census Tract 6507.01, Los Angeles, CA",641,105,512,90,77,58,5,7,0,12,8,11,39,25
14000US06037650702,"Census Tract 6507.02, Los Angeles, CA",1601,203,1432,220,57,32,3,6,19,29,37,36,53,40
14000US06037650800,"Census Tract 6508, Los Angeles, CA",866,154,810,149,3,12,17,28,0,17,0,17,36,36
14000US06037650901,"Census Tract 6509.01, Los Angeles, CA",1453,297,1228,284,147,80,12,20,21,34,31,33,14,23
14000US06037650902,"Census Tract 6509.02, Los Angeles, CA",1429,284,1161,266,104,73,0,17,40,37,30,33,94,86
14000US06037651001,"Census Tract 6510.01, Los Angeles, CA",1106,210,935,198,47,38,32,24,0,17,10,15,82,54
14000US06037651002,"Census Tract 6510.02, Los Angeles, CA",1091,253,963,262,33,30,0,12,5,10,34,39,56,42
14000US06037651101,"Census Tract 6511.01, Los Angeles, CA",927,189,796,166,36,29,0,17,0,17,36,28,59,42
14000US06037651102,"Census Tract 6511.02, Los Angeles, CA",909,192,719,163,59,60,0,12,15,24,0,12,116,124
14000US06037651201,"Census Tract 6512.01, Los Angeles, CA",1695,208,1561,201,82,45,0,12,0,12,8,13,44,37
14000US06037651221,"Census Tract 6512.21, Los Angeles, CA",635,143,502,120,0,12,9,14,6,10,56,43,62,43
14000US06037651222,"Census Tract 6512.22, Los Angeles, CA",1387,331,1121,274,52,44,28,33,48,75,32,37,106,114
14000US06037651302,"Census Tract 6513.02, Los Angeles, CA",1968,243,1481,278,62,53,9,16,112,105,99,104,205,100
14000US06037651304,"Census Tract 6513.04, Los Angeles, CA",1921,310,1381,274,77,69,31,35,68,74,76,78,288,114
14000US06037651401,"Census Tract 6514.01, Los Angeles, CA",718,147,621,132,31,38,0,12,0,12,10,17,56,37
14000US06037651402,"Census Tract 6514.02, Los Angeles, CA",1719,285,1549,275,103,65,14,27,17,27,0,17,36,43
14000US06037670001,"Census Tract 6700.01, Los Angeles, CA",977,169,767,154,118,82,9,15,11,14,21,33,51,35
14000US06037670002,"Census Tract 6700.02, Los Angeles, CA",1130,188,989,188,43,32,19,35,32,30,25,22,22,26
14000US06037670003,"Census Tract 6700.03, Los Angeles, CA",1910,301,1625,273,63,60,27,30,62,57,32,49,101,86
14000US06037670100,"Census Tract 6701, Los Angeles, CA",2093,459,1740,360,41,46,133,139,18,31,12,20,149,100
14000US06037670201,"Census Tract 6702.01, Los Angeles, CA",1077,175,889,139,40,37,0,12,16,22,23,18,109,63
14000US06037670202,"Census Tract 6702.02, Los Angeles, CA",686,95,583,89,18,14,0,12,0,12,5,8,80,29
14000US06037670324,"Census Tract 6703.24, Los Angeles, CA",1607,237,1356,226,60,49,0,17,32,38,0,17,159,103
14000US06037670326,"Census Tract 6703.26, Los Angeles, CA",778,148,670,136,22,25,2,5,20,18,0,12,64,57
14000US06037670328,"Census Tract 6703.28, Los Angeles, CA",1545,213,1315,176,59,92,13,21,11,17,42,55,105,64
14000US06037670403,"Census Tract 6704.03, Los Angeles, CA",561,78,501,75,8,10,5,8,0,12,4,6,43,23
14000US06037670405,"Census Tract 6704.05, Los Angeles, CA",545,117,436,125,6,10,13,15,0,12,0,12,90,55
14000US06037670406,"Census Tract 6704.06, Los Angeles, CA",396,74,354,72,23,21,0,12,0,12,0,12,19,17
14000US06037670407,"Census Tract 6704.07, Los Angeles, CA",1020,226,727,166,114,83,0,17,0,17,27,49,152,93
14000US06037670411,"Census Tract 6704.11, Los Angeles, CA",1207,224,956,185,51,53,4,7,0,12,0,12,196,97
14000US06037670413,"Census Tract 6704.13, Los Angeles, CA",834,118,610,109,96,60,0,12,3,8,11,16,114,62
14000US06037670416,"Census Tract 6704.16, Los Angeles, CA",767,175,572,162,37,40,0,12,0,12,17,19,141,81
14000US06037670500,"Census Tract 6705, Los Angeles, CA",369,53,293,50,17,10,3,4,10,11,0,12,46,23
14000US06037670602,"Census Tract 6706.02, Los Angeles, CA",2066,297,1670,275,142,83,23,31,11,11,15,22,205,100
14000US06037670701,"Census Tract 6707.01, Los Angeles, CA",2039,291,1739,259,57,47,0,17,18,28,18,28,207,130
14000US06037670702,"Census Tract 6707.02, Los Angeles, CA",2121,218,1812,225,89,76,42,64,0,17,13,22,165,95
14000US06037700101,"Census Tract 7001.01, Los Angeles, CA",2955,369,2150,343,53,51,216,130,67,56,98,90,371,187
14000US06037700102,"Census Tract 7001.02, Los Angeles, CA",1931,326,1655,315,18,30,36,41,17,24,126,84,79,70
14000US06037700200,"Census Tract 7002, Los Angeles, CA",4226,611,3062,555,112,86,131,103,165,116,261,228,495,196
14000US06037700300,"Census Tract 7003, Los Angeles, CA",3679,386,2737,380,59,61,49,49,126,94,168,146,540,163
14000US06037700400,"Census Tract 7004, Los Angeles, CA",3006,360,2278,397,34,29,54,66,156,137,157,139,327,145
14000US06037700501,"Census Tract 7005.01, Los Angeles, CA",2112,369,1407,296,106,115,71,62,152,88,15,24,361,138
14000US06037700502,"Census Tract 7005.02, Los Angeles, CA",2297,355,1894,342,65,83,27,36,107,92,34,39,170,100
14000US06037700600,"Census Tract 7006, Los Angeles, CA",1708,275,1267,264,149,108,0,17,30,36,61,46,201,107
14000US06037700700,"Census Tract 7007, Los Angeles, CA",1067,199,791,173,61,58,0,12,12,20,38,49,165,102
14000US06037700801,"Census Tract 7008.01, Los Angeles, CA",1958,420,1642,376,18,30,30,36,72,66,0,12,196,102
14000US06037700802,"Census Tract 7008.02, Los Angeles, CA",1381,206,1051,181,57,52,15,17,57,32,32,37,169,103
14000US06037700901,"Census Tract 7009.01, Los Angeles, CA",1683,283,1096,250,302,180,34,30,39,43,11,17,201,87
14000US06037700902,"Census Tract 7009.02, Los Angeles, CA",3199,426,2101,345,232,140,34,29,385,161,115,112,332,169
14000US06037701000,"Census Tract 7010, Los Angeles, CA",2507,329,1611,295,84,91,69,44,145,79,35,34,563,190
14000US06037701100,"Census Tract 7011, Los Angeles, CA",60,45,29,24,1,4,17,36,2,4,0,12,11,13
14000US06037701201,"Census Tract 7012.01, Los Angeles, CA",1444,191,1026,170,27,28,20,23,42,35,14,15,315,97
14000US06037701202,"Census Tract 7012.02, Los Angeles, CA",1739,193,1188,184,78,50,0,12,81,58,133,76,259,77
14000US06037701302,"Census Tract 7013.02, Los Angeles, CA",2898,329,1885,367,109,117,94,57,85,82,270,178,455,243
14000US06037701304,"Census Tract 7013.04, Los Angeles, CA",2346,416,1648,345,70,68,28,35,34,39,143,105,423,152
14000US06037701402,"Census Tract 7014.02, Los Angeles, CA",2970,496,1758,457,239,137,109,88,398,213,86,82,380,209
14000US06037701501,"Census Tract 7015.01, Los Angeles, CA",2417,307,1789,281,60,43,195,87,93,69,49,49,231,103
14000US06037701502,"Census Tract 7015.02, Los Angeles, CA",1829,215,1296,194,52,50,36,26,139,68,96,59,210,95
14000US06037701601,"Census Tract 7016.01, Los Angeles, CA",1841,244,1268,220,126,73,110,63,89,60,49,39,199,73
14000US06037701602,"Census Tract 7016.02, Los Angeles, CA",1701,257,1300,215,31,29,13,18,90,63,104,96,163,78
14000US06037701701,"Census Tract 7017.01, Los Angeles, CA",1412,232,807,155,41,30,59,33,146,65,139,105,220,86
14000US06037701702,"Census Tract 7017.02, Los Angeles, CA",1488,211,914,180,97,72,150,115,96,54,150,95,81,60
14000US06037701801,"Census Tract 7018.01, Los Angeles, CA",2139,370,1414,315,180,112,146,101,116,68,141,86,142,85
14000US06037701802,"Census Tract 7018.02, Los Angeles, CA",1407,217,1064,179,42,41,83,60,88,49,57,44,73,47
14000US06037701902,"Census Tract 7019.02, Los Angeles, CA",1871,268,1133,273,52,67,102,80,164,89,119,89,301,134
14000US06037702002,"Census Tract 7020.02, Los Angeles, CA",3110,443,1969,418,141,128,164,115,305,147,132,73,399,152
14000US06037702102,"Census Tract 7021.02, Los Angeles, CA",3145,403,2202,365,199,111,75,55,171,133,141,77,357,187
14000US06037702201,"Census Tract 7022.01, Los Angeles, CA",1842,324,1364,285,125,88,59,53,0,12,106,87,188,84
