Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
"06037101110","14000US06037101110","Census Tract 1011.10","Census Tract 1011.10, Los Angeles County, California","ca","140","00","ACSSF","0003870",,,,,"06","037",,,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4314,3314,47,4,329,4,499,117,76.82,1.09,0.09,7.63,0.09,11.57,2.71
"06037101122","14000US06037101122","Census Tract 1011.22","Census Tract 1011.22, Los Angeles County, California","ca","140","00","ACSSF","0003871",,,,,"06","037",,,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,2837,61,13,206,0,61,61,87.59,1.88,0.4,6.36,0,1.88,1.88
"06037101210","14000US06037101210","Census Tract 1012.10","Census Tract 1012.10, Los Angeles County, California","ca","140","00","ACSSF","0003872",,,,,"06","037",,,,"101210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6052,4771,172,0,260,0,736,113,78.83,2.84,0,4.3,0,12.16,1.87
"06037101220","14000US06037101220","Census Tract 1012.20","Census Tract 1012.20, Los Angeles County, California","ca","140","00","ACSSF","0003873",,,,,"06","037",,,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497,2494,71,0,302,0,487,143,71.32,2.03,0,8.64,0,13.93,4.09
"06037101300","14000US06037101300","Census Tract 1013","Census Tract 1013, Los Angeles County, California","ca","140","00","ACSSF","0003874",,,,,"06","037",,,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,3705,161,0,289,0,48,94,86.22,3.75,0,6.73,0,1.12,2.19
"06037101400","14000US06037101400","Census Tract 1014","Census Tract 1014, Los Angeles County, California","ca","140","00","ACSSF","0003875",,,,,"06","037",,,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,3022,18,43,348,0,224,196,78.47,0.47,1.12,9.04,0,5.82,5.09
"06037102103","14000US06037102103","Census Tract 1021.03","Census Tract 1021.03, Los Angeles County, California","ca","140","00","ACSSF","0003876",,,,,"06","037",,,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771,1523,0,0,113,0,50,85,86,0,0,6.38,0,2.82,4.8
"06037102104","14000US06037102104","Census Tract 1021.04","Census Tract 1021.04, Los Angeles County, California","ca","140","00","ACSSF","0003877",,,,,"06","037",,,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554,2720,117,3,443,8,206,57,76.53,3.29,0.08,12.46,0.23,5.8,1.6
"06037102105","14000US06037102105","Census Tract 1021.05","Census Tract 1021.05, Los Angeles County, California","ca","140","00","ACSSF","0003878",,,,,"06","037",,,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857,1179,41,13,117,12,415,80,63.49,2.21,0.7,6.3,0.65,22.35,4.31
"06037102107","14000US06037102107","Census Tract 1021.07","Census Tract 1021.07, Los Angeles County, California","ca","140","00","ACSSF","0003879",,,,,"06","037",,,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4333,3402,111,6,395,0,319,100,78.51,2.56,0.14,9.12,0,7.36,2.31
"06037103101","14000US06037103101","Census Tract 1031.01","Census Tract 1031.01, Los Angeles County, California","ca","140","00","ACSSF","0003880",,,,,"06","037",,,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597,2201,13,12,171,0,85,115,84.75,0.5,0.46,6.58,0,3.27,4.43
"06037103102","14000US06037103102","Census Tract 1031.02","Census Tract 1031.02, Los Angeles County, California","ca","140","00","ACSSF","0003881",,,,,"06","037",,,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,3240,0,7,753,0,345,111,72.71,0,0.16,16.9,0,7.74,2.49
"06037103200","14000US06037103200","Census Tract 1032","Census Tract 1032, Los Angeles County, California","ca","140","00","ACSSF","0003882",,,,,"06","037",,,,"103200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6726,5902,87,0,425,0,140,172,87.75,1.29,0,6.32,0,2.08,2.56
"06037103300","14000US06037103300","Census Tract 1033","Census Tract 1033, Los Angeles County, California","ca","140","00","ACSSF","0003883",,,,,"06","037",,,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549,3018,42,9,309,0,52,119,85.04,1.18,0.25,8.71,0,1.47,3.35
"06037103400","14000US06037103400","Census Tract 1034","Census Tract 1034, Los Angeles County, California","ca","140","00","ACSSF","0003884",,,,,"06","037",,,,"103400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6662,5017,150,104,864,168,202,157,75.31,2.25,1.56,12.97,2.52,3.03,2.36
"06037104103","14000US06037104103","Census Tract 1041.03","Census Tract 1041.03, Los Angeles County, California","ca","140","00","ACSSF","0003885",,,,,"06","037",,,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,2325,502,20,265,8,476,51,63.75,13.76,0.55,7.27,0.22,13.05,1.4
"06037104105","14000US06037104105","Census Tract 1041.05","Census Tract 1041.05, Los Angeles County, California","ca","140","00","ACSSF","0003886",,,,,"06","037",,,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190,3300,307,32,608,0,1694,249,53.31,4.96,0.52,9.82,0,27.37,4.02
"06037104108","14000US06037104108","Census Tract 1041.08","Census Tract 1041.08, Los Angeles County, California","ca","140","00","ACSSF","0003887",,,,,"06","037",,,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420,3159,516,0,172,13,1502,58,58.28,9.52,0,3.17,0.24,27.71,1.07
"06037104124","14000US06037104124","Census Tract 1041.24","Census Tract 1041.24, Los Angeles County, California","ca","140","00","ACSSF","0003888",,,,,"06","037",,,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4189,2582,386,21,353,0,724,123,61.64,9.21,0.5,8.43,0,17.28,2.94
"06037104201","14000US06037104201","Census Tract 1042.01","Census Tract 1042.01, Los Angeles County, California","ca","140","00","ACSSF","0003889",,,,,"06","037",,,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,2564,423,35,0,0,1393,9,57.96,9.56,0.79,0,0,31.49,0.2
"06037104203","14000US06037104203","Census Tract 1042.03","Census Tract 1042.03, Los Angeles County, California","ca","140","00","ACSSF","0003890",,,,,"06","037",,,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541,3068,451,38,52,0,1877,55,55.37,8.14,0.69,0.94,0,33.87,0.99
"06037104204","14000US06037104204","Census Tract 1042.04","Census Tract 1042.04, Los Angeles County, California","ca","140","00","ACSSF","0003891",,,,,"06","037",,,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3562,2230,165,12,207,0,799,149,62.61,4.63,0.34,5.81,0,22.43,4.18
"06037104310","14000US06037104310","Census Tract 1043.10","Census Tract 1043.10, Los Angeles County, California","ca","140","00","ACSSF","0003892",,,,,"06","037",,,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313,2825,114,19,15,0,2213,127,53.17,2.15,0.36,0.28,0,41.65,2.39
"06037104320","14000US06037104320","Census Tract 1043.20","Census Tract 1043.20, Los Angeles County, California","ca","140","00","ACSSF","0003893",,,,,"06","037",,,,"104320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599,3478,207,0,63,0,1595,256,62.12,3.7,0,1.13,0,28.49,4.57
"06037104401","14000US06037104401","Census Tract 1044.01","Census Tract 1044.01, Los Angeles County, California","ca","140","00","ACSSF","0003894",,,,,"06","037",,,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,1975,0,0,28,62,1365,22,57.21,0,0,0.81,1.8,39.54,0.64
"06037104403","14000US06037104403","Census Tract 1044.03","Census Tract 1044.03, Los Angeles County, California","ca","140","00","ACSSF","0003895",,,,,"06","037",,,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279,1812,0,24,95,0,1320,28,55.26,0,0.73,2.9,0,40.26,0.85
"06037104404","14000US06037104404","Census Tract 1044.04","Census Tract 1044.04, Los Angeles County, California","ca","140","00","ACSSF","0003896",,,,,"06","037",,,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,1701,132,11,61,0,1206,17,54.38,4.22,0.35,1.95,0,38.55,0.54
"06037104500","14000US06037104500","Census Tract 1045","Census Tract 1045, Los Angeles County, California","ca","140","00","ACSSF","0003897",,,,,"06","037",,,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,1367,0,10,5,0,1499,69,46.34,0,0.34,0.17,0,50.81,2.34
"06037104610","14000US06037104610","Census Tract 1046.10","Census Tract 1046.10, Los Angeles County, California","ca","140","00","ACSSF","0003898",,,,,"06","037",,,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,1760,0,12,0,0,1692,40,50.23,0,0.34,0,0,48.29,1.14
"06037104620","14000US06037104620","Census Tract 1046.20","Census Tract 1046.20, Los Angeles County, California","ca","140","00","ACSSF","0003899",,,,,"06","037",,,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3684,1994,26,15,16,0,1506,127,54.13,0.71,0.41,0.43,0,40.88,3.45
"06037104701","14000US06037104701","Census Tract 1047.01","Census Tract 1047.01, Los Angeles County, California","ca","140","00","ACSSF","0003900",,,,,"06","037",,,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,2662,168,0,0,0,1471,24,61.55,3.88,0,0,0,34.01,0.55
"06037104703","14000US06037104703","Census Tract 1047.03","Census Tract 1047.03, Los Angeles County, California","ca","140","00","ACSSF","0003901",,,,,"06","037",,,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311,1499,137,63,0,0,601,11,64.86,5.93,2.73,0,0,26.01,0.48
"06037104704","14000US06037104704","Census Tract 1047.04","Census Tract 1047.04, Los Angeles County, California","ca","140","00","ACSSF","0003902",,,,,"06","037",,,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,2151,598,0,336,0,1207,39,49.67,13.81,0,7.76,0,27.87,0.9
"06037104810","14000US06037104810","Census Tract 1048.10","Census Tract 1048.10, Los Angeles County, California","ca","140","00","ACSSF","0003903",,,,,"06","037",,,,"104810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789,3815,9,31,62,0,1826,46,65.9,0.16,0.54,1.07,0,31.54,0.79
"06037104821","14000US06037104821","Census Tract 1048.21","Census Tract 1048.21, Los Angeles County, California","ca","140","00","ACSSF","0003904",,,,,"06","037",,,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,1903,63,27,151,0,1212,5,56.62,1.87,0.8,4.49,0,36.06,0.15
"06037104822","14000US06037104822","Census Tract 1048.22","Census Tract 1048.22, Los Angeles County, California","ca","140","00","ACSSF","0003905",,,,,"06","037",,,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748,1739,34,49,124,0,779,23,63.28,1.24,1.78,4.51,0,28.35,0.84
"06037106010","14000US06037106010","Census Tract 1060.10","Census Tract 1060.10, Los Angeles County, California","ca","140","00","ACSSF","0003906",,,,,"06","037",,,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,2369,83,20,118,0,427,91,76.22,2.67,0.64,3.8,0,13.74,2.93
"06037106020","14000US06037106020","Census Tract 1060.20","Census Tract 1060.20, Los Angeles County, California","ca","140","00","ACSSF","0003907",,,,,"06","037",,,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807,4809,66,9,44,0,675,204,82.81,1.14,0.15,0.76,0,11.62,3.51
"06037106111","14000US06037106111","Census Tract 1061.11","Census Tract 1061.11, Los Angeles County, California","ca","140","00","ACSSF","0003908",,,,,"06","037",,,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482,2758,229,113,404,0,823,155,61.54,5.11,2.52,9.01,0,18.36,3.46
"06037106112","14000US06037106112","Census Tract 1061.12","Census Tract 1061.12, Los Angeles County, California","ca","140","00","ACSSF","0003909",,,,,"06","037",,,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5885,4157,91,266,437,16,665,253,70.64,1.55,4.52,7.43,0.27,11.3,4.3
"06037106113","14000US06037106113","Census Tract 1061.13","Census Tract 1061.13, Los Angeles County, California","ca","140","00","ACSSF","0003910",,,,,"06","037",,,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962,2872,193,0,362,0,525,10,72.49,4.87,0,9.14,0,13.25,0.25
"06037106114","14000US06037106114","Census Tract 1061.14","Census Tract 1061.14, Los Angeles County, California","ca","140","00","ACSSF","0003911",,,,,"06","037",,,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,4729,290,71,259,0,1012,49,73.78,4.52,1.11,4.04,0,15.79,0.76
"06037106403","14000US06037106403","Census Tract 1064.03","Census Tract 1064.03, Los Angeles County, California","ca","140","00","ACSSF","0003912",,,,,"06","037",,,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,2797,17,35,13,0,505,64,81.52,0.5,1.02,0.38,0,14.72,1.87
"06037106405","14000US06037106405","Census Tract 1064.05","Census Tract 1064.05, Los Angeles County, California","ca","140","00","ACSSF","0003913",,,,,"06","037",,,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813,3525,278,0,82,0,848,80,73.24,5.78,0,1.7,0,17.62,1.66
"06037106406","14000US06037106406","Census Tract 1064.06","Census Tract 1064.06, Los Angeles County, California","ca","140","00","ACSSF","0003914",,,,,"06","037",,,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5860,4330,170,255,310,0,560,235,73.89,2.9,4.35,5.29,0,9.56,4.01
"06037106407","14000US06037106407","Census Tract 1064.07","Census Tract 1064.07, Los Angeles County, California","ca","140","00","ACSSF","0003915",,,,,"06","037",,,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272,2520,323,6,122,0,258,43,77.02,9.87,0.18,3.73,0,7.89,1.31
"06037106408","14000US06037106408","Census Tract 1064.08","Census Tract 1064.08, Los Angeles County, California","ca","140","00","ACSSF","0003916",,,,,"06","037",,,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817,2830,71,0,137,0,705,74,74.14,1.86,0,3.59,0,18.47,1.94
"06037106510","14000US06037106510","Census Tract 1065.10","Census Tract 1065.10, Los Angeles County, California","ca","140","00","ACSSF","0003917",,,,,"06","037",,,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347,3453,347,9,480,0,727,331,64.58,6.49,0.17,8.98,0,13.6,6.19
"06037106520","14000US06037106520","Census Tract 1065.20","Census Tract 1065.20, Los Angeles County, California","ca","140","00","ACSSF","0003918",,,,,"06","037",,,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5879,4919,25,0,85,0,670,180,83.67,0.43,0,1.45,0,11.4,3.06
"06037106603","14000US06037106603","Census Tract 1066.03","Census Tract 1066.03, Los Angeles County, California","ca","140","00","ACSSF","0003919",,,,,"06","037",,,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222,2143,1,0,779,30,50,219,66.51,0.03,0,24.18,0.93,1.55,6.8
"06037106604","14000US06037106604","Census Tract 1066.04","Census Tract 1066.04, Los Angeles County, California","ca","140","00","ACSSF","0003920",,,,,"06","037",,,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143,4343,4,33,102,1,626,34,84.44,0.08,0.64,1.98,0.02,12.17,0.66
"06037106641","14000US06037106641","Census Tract 1066.41","Census Tract 1066.41, Los Angeles County, California","ca","140","00","ACSSF","0003921",,,,,"06","037",,,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352,1684,28,0,465,0,13,162,71.6,1.19,0,19.77,0,0.55,6.89
"06037106642","14000US06037106642","Census Tract 1066.42","Census Tract 1066.42, Los Angeles County, California","ca","140","00","ACSSF","0003922",,,,,"06","037",,,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016,1847,175,9,337,0,496,152,61.24,5.8,0.3,11.17,0,16.45,5.04
"06037106643","14000US06037106643","Census Tract 1066.43","Census Tract 1066.43, Los Angeles County, California","ca","140","00","ACSSF","0003923",,,,,"06","037",,,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,2965,89,83,972,0,234,256,64.47,1.94,1.8,21.14,0,5.09,5.57
"06037106645","14000US06037106645","Census Tract 1066.45","Census Tract 1066.45, Los Angeles County, California","ca","140","00","ACSSF","0003924",,,,,"06","037",,,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,2744,159,0,437,0,114,37,78.6,4.55,0,12.52,0,3.27,1.06
"06037106646","14000US06037106646","Census Tract 1066.46","Census Tract 1066.46, Los Angeles County, California","ca","140","00","ACSSF","0003925",,,,,"06","037",,,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439,1935,172,0,590,16,590,136,56.27,5,0,17.16,0.47,17.16,3.95
"06037106648","14000US06037106648","Census Tract 1066.48","Census Tract 1066.48, Los Angeles County, California","ca","140","00","ACSSF","0003926",,,,,"06","037",,,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4569,3458,13,0,6,0,956,136,75.68,0.28,0,0.13,0,20.92,2.98
"06037106649","14000US06037106649","Census Tract 1066.49","Census Tract 1066.49, Los Angeles County, California","ca","140","00","ACSSF","0003927",,,,,"06","037",,,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599,1548,86,0,536,7,297,125,59.56,3.31,0,20.62,0.27,11.43,4.81
"06037107010","14000US06037107010","Census Tract 1070.10","Census Tract 1070.10, Los Angeles County, California","ca","140","00","ACSSF","0003928",,,,,"06","037",,,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093,2135,14,9,17,0,861,57,69.03,0.45,0.29,0.55,0,27.84,1.84
"06037107020","14000US06037107020","Census Tract 1070.20","Census Tract 1070.20, Los Angeles County, California","ca","140","00","ACSSF","0003929",,,,,"06","037",,,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442,3776,34,108,513,0,845,166,69.39,0.62,1.98,9.43,0,15.53,3.05
"06037108101","14000US06037108101","Census Tract 1081.01","Census Tract 1081.01, Los Angeles County, California","ca","140","00","ACSSF","0003930",,,,,"06","037",,,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417,1586,102,0,495,0,180,54,65.62,4.22,0,20.48,0,7.45,2.23
"06037108102","14000US06037108102","Census Tract 1081.02","Census Tract 1081.02, Los Angeles County, California","ca","140","00","ACSSF","0003931",,,,,"06","037",,,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677,1881,160,14,1349,0,180,93,51.16,4.35,0.38,36.69,0,4.9,2.53
"06037108103","14000US06037108103","Census Tract 1081.03","Census Tract 1081.03, Los Angeles County, California","ca","140","00","ACSSF","0003932",,,,,"06","037",,,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3153,1970,0,14,898,15,187,69,62.48,0,0.44,28.48,0.48,5.93,2.19
"06037108104","14000US06037108104","Census Tract 1081.04","Census Tract 1081.04, Los Angeles County, California","ca","140","00","ACSSF","0003933",,,,,"06","037",,,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922,1123,94,0,592,0,60,53,58.43,4.89,0,30.8,0,3.12,2.76
"06037108201","14000US06037108201","Census Tract 1082.01","Census Tract 1082.01, Los Angeles County, California","ca","140","00","ACSSF","0003934",,,,,"06","037",,,,"108201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501,2188,325,0,2563,0,164,261,39.77,5.91,0,46.59,0,2.98,4.74
"06037108202","14000US06037108202","Census Tract 1082.02","Census Tract 1082.02, Los Angeles County, California","ca","140","00","ACSSF","0003935",,,,,"06","037",,,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7561,3228,517,145,3405,0,14,252,42.69,6.84,1.92,45.03,0,0.19,3.33
"06037109100","14000US06037109100","Census Tract 1091","Census Tract 1091, Los Angeles County, California","ca","140","00","ACSSF","0003936",,,,,"06","037",,,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738,1634,9,6,335,0,691,63,59.68,0.33,0.22,12.24,0,25.24,2.3
"06037109200","14000US06037109200","Census Tract 1092","Census Tract 1092, Los Angeles County, California","ca","140","00","ACSSF","0003937",,,,,"06","037",,,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,1826,65,0,635,41,238,190,60.97,2.17,0,21.2,1.37,7.95,6.34
"06037109300","14000US06037109300","Census Tract 1093","Census Tract 1093, Los Angeles County, California","ca","140","00","ACSSF","0003938",,,,,"06","037",,,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247,1785,25,111,517,0,684,125,54.97,0.77,3.42,15.92,0,21.07,3.85
"06037109400","14000US06037109400","Census Tract 1094","Census Tract 1094, Los Angeles County, California","ca","140","00","ACSSF","0003939",,,,,"06","037",,,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3959,1627,90,42,140,182,1664,214,41.1,2.27,1.06,3.54,4.6,42.03,5.41
"06037109500","14000US06037109500","Census Tract 1095","Census Tract 1095, Los Angeles County, California","ca","140","00","ACSSF","0003940",,,,,"06","037",,,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821,2826,58,0,122,0,1779,36,58.62,1.2,0,2.53,0,36.9,0.75
"06037109601","14000US06037109601","Census Tract 1096.01","Census Tract 1096.01, Los Angeles County, California","ca","140","00","ACSSF","0003941",,,,,"06","037",,,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4938,2416,132,0,511,0,1769,110,48.93,2.67,0,10.35,0,35.82,2.23
"06037109603","14000US06037109603","Census Tract 1096.03","Census Tract 1096.03, Los Angeles County, California","ca","140","00","ACSSF","0003942",,,,,"06","037",,,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4476,2059,73,26,561,0,1653,104,46,1.63,0.58,12.53,0,36.93,2.32
"06037109604","14000US06037109604","Census Tract 1096.04","Census Tract 1096.04, Los Angeles County, California","ca","140","00","ACSSF","0003943",,,,,"06","037",,,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088,1472,74,60,555,0,812,115,47.67,2.4,1.94,17.97,0,26.3,3.72
"06037109700","14000US06037109700","Census Tract 1097","Census Tract 1097, Los Angeles County, California","ca","140","00","ACSSF","0003944",,,,,"06","037",,,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568,2103,796,0,456,0,1143,70,46.04,17.43,0,9.98,0,25.02,1.53
"06037109800","14000US06037109800","Census Tract 1098","Census Tract 1098, Los Angeles County, California","ca","140","00","ACSSF","0003945",,,,,"06","037",,,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398,2480,210,23,850,0,1701,134,45.94,3.89,0.43,15.75,0,31.51,2.48
"06037111100","14000US06037111100","Census Tract 1111","Census Tract 1111, Los Angeles County, California","ca","140","00","ACSSF","0003946",,,,,"06","037",,,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,1702,78,5,472,0,779,92,54.41,2.49,0.16,15.09,0,24.9,2.94
"06037111201","14000US06037111201","Census Tract 1112.01","Census Tract 1112.01, Los Angeles County, California","ca","140","00","ACSSF","0003947",,,,,"06","037",,,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,2407,47,58,541,0,399,33,69.07,1.35,1.66,15.52,0,11.45,0.95
"06037111202","14000US06037111202","Census Tract 1112.02","Census Tract 1112.02, Los Angeles County, California","ca","140","00","ACSSF","0003948",,,,,"06","037",,,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329,3061,298,16,1152,0,512,290,57.44,5.59,0.3,21.62,0,9.61,5.44
"06037111204","14000US06037111204","Census Tract 1112.04","Census Tract 1112.04, Los Angeles County, California","ca","140","00","ACSSF","0003949",,,,,"06","037",,,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6153,3846,274,51,1354,0,241,387,62.51,4.45,0.83,22.01,0,3.92,6.29
"06037111205","14000US06037111205","Census Tract 1112.05","Census Tract 1112.05, Los Angeles County, California","ca","140","00","ACSSF","0003950",,,,,"06","037",,,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064,1875,442,0,1424,15,255,53,46.14,10.88,0,35.04,0.37,6.27,1.3
"06037111206","14000US06037111206","Census Tract 1112.06","Census Tract 1112.06, Los Angeles County, California","ca","140","00","ACSSF","0003951",,,,,"06","037",,,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4382,2742,54,12,557,119,389,509,62.57,1.23,0.27,12.71,2.72,8.88,11.62
"06037111301","14000US06037111301","Census Tract 1113.01","Census Tract 1113.01, Los Angeles County, California","ca","140","00","ACSSF","0003952",,,,,"06","037",,,,"111301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7151,3664,446,0,1531,0,941,569,51.24,6.24,0,21.41,0,13.16,7.96
"06037111302","14000US06037111302","Census Tract 1113.02","Census Tract 1113.02, Los Angeles County, California","ca","140","00","ACSSF","0003953",,,,,"06","037",,,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325,3192,415,0,1166,4,463,85,59.94,7.79,0,21.9,0.08,8.69,1.6
