Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
"06037199202","14000US06037199202","Census Tract 1992.02","Census Tract 1992.02, Los Angeles County, California","ca","140","00","ACSSF","0004358",,,,,"06","037",,,,"199202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2993,1445,22,27,342,0,1107,50,48.28,0.74,0.9,11.43,0,36.99,1.67
"06037199300","14000US06037199300","Census Tract 1993","Census Tract 1993, Los Angeles County, California","ca","140","00","ACSSF","0004359",,,,,"06","037",,,,"199300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665,1900,42,39,460,12,1092,120,51.84,1.15,1.06,12.55,0.33,29.8,3.27
"06037199400","14000US06037199400","Census Tract 1994","Census Tract 1994, Los Angeles County, California","ca","140","00","ACSSF","0004360",,,,,"06","037",,,,"199400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4396,1528,186,15,883,0,1510,274,34.76,4.23,0.34,20.09,0,34.35,6.23
"06037199700","14000US06037199700","Census Tract 1997","Census Tract 1997, Los Angeles County, California","ca","140","00","ACSSF","0004361",,,,,"06","037",,,,"199700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119,1130,32,18,410,19,1498,12,36.23,1.03,0.58,13.15,0.61,48.03,0.38
"06037199800","14000US06037199800","Census Tract 1998","Census Tract 1998, Los Angeles County, California","ca","140","00","ACSSF","0004362",,,,,"06","037",,,,"199800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5428,1064,1,152,1925,0,2189,97,19.6,0.02,2.8,35.46,0,40.33,1.79
"06037199900","14000US06037199900","Census Tract 1999","Census Tract 1999, Los Angeles County, California","ca","140","00","ACSSF","0004363",,,,,"06","037",,,,"199900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799,859,47,11,423,0,1459,0,30.69,1.68,0.39,15.11,0,52.13,0
"06037201110","14000US06037201110","Census Tract 2011.10","Census Tract 2011.10, Los Angeles County, California","ca","140","00","ACSSF","0004364",,,,,"06","037",,,,"201110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214,1058,35,17,307,0,762,35,47.79,1.58,0.77,13.87,0,34.42,1.58
"06037201120","14000US06037201120","Census Tract 2011.20","Census Tract 2011.20, Los Angeles County, California","ca","140","00","ACSSF","0004365",,,,,"06","037",,,,"201120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4035,1146,109,52,337,0,2308,83,28.4,2.7,1.29,8.35,0,57.2,2.06
"06037201200","14000US06037201200","Census Tract 2012","Census Tract 2012, Los Angeles County, California","ca","140","00","ACSSF","0004366",,,,,"06","037",,,,"201200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720,1263,0,54,298,0,1099,6,46.43,0,1.99,10.96,0,40.4,0.22
"06037201301","14000US06037201301","Census Tract 2013.01","Census Tract 2013.01, Los Angeles County, California","ca","140","00","ACSSF","0004367",,,,,"06","037",,,,"201301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069,1938,8,84,461,0,1481,97,47.63,0.2,2.06,11.33,0,36.4,2.38
"06037201302","14000US06037201302","Census Tract 2013.02","Census Tract 2013.02, Los Angeles County, California","ca","140","00","ACSSF","0004368",,,,,"06","037",,,,"201302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287,1209,309,9,1790,0,688,282,28.2,7.21,0.21,41.75,0,16.05,6.58
"06037201401","14000US06037201401","Census Tract 2014.01","Census Tract 2014.01, Los Angeles County, California","ca","140","00","ACSSF","0004369",,,,,"06","037",,,,"201401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4814,1835,50,178,319,0,2354,78,38.12,1.04,3.7,6.63,0,48.9,1.62
"06037201402","14000US06037201402","Census Tract 2014.02","Census Tract 2014.02, Los Angeles County, California","ca","140","00","ACSSF","0004370",,,,,"06","037",,,,"201402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149,1882,49,9,938,0,2085,186,36.55,0.95,0.17,18.22,0,40.49,3.61
"06037201501","14000US06037201501","Census Tract 2015.01","Census Tract 2015.01, Los Angeles County, California","ca","140","00","ACSSF","0004371",,,,,"06","037",,,,"201501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356,2148,23,34,379,0,2637,135,40.1,0.43,0.63,7.08,0,49.23,2.52
"06037201503","14000US06037201503","Census Tract 2015.03","Census Tract 2015.03, Los Angeles County, California","ca","140","00","ACSSF","0004372",,,,,"06","037",,,,"201503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446,1209,46,20,224,0,1839,108,35.08,1.33,0.58,6.5,0,53.37,3.13
"06037201504","14000US06037201504","Census Tract 2015.04","Census Tract 2015.04, Los Angeles County, California","ca","140","00","ACSSF","0004373",,,,,"06","037",,,,"201504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,771,38,7,163,0,1184,80,34.37,1.69,0.31,7.27,0,52.79,3.57
"06037201601","14000US06037201601","Census Tract 2016.01","Census Tract 2016.01, Los Angeles County, California","ca","140","00","ACSSF","0004374",,,,,"06","037",,,,"201601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2282,685,71,0,262,0,1092,172,30.02,3.11,0,11.48,0,47.85,7.54
"06037201602","14000US06037201602","Census Tract 2016.02","Census Tract 2016.02, Los Angeles County, California","ca","140","00","ACSSF","0004375",,,,,"06","037",,,,"201602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780,1164,3,6,341,0,1222,44,41.87,0.11,0.22,12.27,0,43.96,1.58
"06037201700","14000US06037201700","Census Tract 2017","Census Tract 2017, Los Angeles County, California","ca","140","00","ACSSF","0004376",,,,,"06","037",,,,"201700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5737,2551,292,9,974,17,1652,242,44.47,5.09,0.16,16.98,0.3,28.8,4.22
"06037203100","14000US06037203100","Census Tract 2031","Census Tract 2031, Los Angeles County, California","ca","140","00","ACSSF","0004377",,,,,"06","037",,,,"203100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426,3154,52,56,93,0,1002,69,71.26,1.17,1.27,2.1,0,22.64,1.56
"06037203200","14000US06037203200","Census Tract 2032","Census Tract 2032, Los Angeles County, California","ca","140","00","ACSSF","0004378",,,,,"06","037",,,,"203200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5168,3251,76,45,18,24,1736,18,62.91,1.47,0.87,0.35,0.46,33.59,0.35
"06037203300","14000US06037203300","Census Tract 2033","Census Tract 2033, Los Angeles County, California","ca","140","00","ACSSF","0004379",,,,,"06","037",,,,"203300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,947,286,14,173,6,397,159,47.78,14.43,0.71,8.73,0.3,20.03,8.02
"06037203500","14000US06037203500","Census Tract 2035","Census Tract 2035, Los Angeles County, California","ca","140","00","ACSSF","0004380",,,,,"06","037",,,,"203500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984,2008,20,41,461,6,367,81,67.29,0.67,1.37,15.45,0.2,12.3,2.71
"06037203600","14000US06037203600","Census Tract 2036","Census Tract 2036, Los Angeles County, California","ca","140","00","ACSSF","0004381",,,,,"06","037",,,,"203600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238,3806,37,97,54,0,1244,0,72.66,0.71,1.85,1.03,0,23.75,0
"06037203710","14000US06037203710","Census Tract 2037.10","Census Tract 2037.10, Los Angeles County, California","ca","140","00","ACSSF","0004382",,,,,"06","037",,,,"203710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161,2353,50,0,26,0,684,48,74.44,1.58,0,0.82,0,21.64,1.52
"06037203720","14000US06037203720","Census Tract 2037.20","Census Tract 2037.20, Los Angeles County, California","ca","140","00","ACSSF","0004383",,,,,"06","037",,,,"203720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,3155,0,0,22,120,894,46,74.46,0,0,0.52,2.83,21.1,1.09
"06037203800","14000US06037203800","Census Tract 2038","Census Tract 2038, Los Angeles County, California","ca","140","00","ACSSF","0004384",,,,,"06","037",,,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4941,2886,9,40,111,0,1777,118,58.41,0.18,0.81,2.25,0,35.96,2.39
"06037203900","14000US06037203900","Census Tract 2039","Census Tract 2039, Los Angeles County, California","ca","140","00","ACSSF","0004385",,,,,"06","037",,,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179,1982,25,16,0,0,1095,61,62.35,0.79,0.5,0,0,34.44,1.92
"06037204110","14000US06037204110","Census Tract 2041.10","Census Tract 2041.10, Los Angeles County, California","ca","140","00","ACSSF","0004386",,,,,"06","037",,,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299,1754,8,0,11,0,1482,44,53.17,0.24,0,0.33,0,44.92,1.33
"06037204120","14000US06037204120","Census Tract 2041.20","Census Tract 2041.20, Los Angeles County, California","ca","140","00","ACSSF","0004387",,,,,"06","037",,,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960,1845,0,10,33,0,970,102,62.33,0,0.34,1.11,0,32.77,3.45
"06037204200","14000US06037204200","Census Tract 2042","Census Tract 2042, Los Angeles County, California","ca","140","00","ACSSF","0004388",,,,,"06","037",,,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680,2930,12,0,72,0,624,42,79.62,0.33,0,1.96,0,16.96,1.14
"06037204300","14000US06037204300","Census Tract 2043","Census Tract 2043, Los Angeles County, California","ca","140","00","ACSSF","0004389",,,,,"06","037",,,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986,3270,20,8,69,0,1530,89,65.58,0.4,0.16,1.38,0,30.69,1.78
"06037204410","14000US06037204410","Census Tract 2044.10","Census Tract 2044.10, Los Angeles County, California","ca","140","00","ACSSF","0004390",,,,,"06","037",,,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,1283,5,0,40,9,966,6,55.57,0.22,0,1.73,0.39,41.84,0.26
"06037204420","14000US06037204420","Census Tract 2044.20","Census Tract 2044.20, Los Angeles County, California","ca","140","00","ACSSF","0004391",,,,,"06","037",,,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094,1857,179,12,103,0,879,64,60.02,5.79,0.39,3.33,0,28.41,2.07
"06037204600","14000US06037204600","Census Tract 2046","Census Tract 2046, Los Angeles County, California","ca","140","00","ACSSF","0004392",,,,,"06","037",,,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121,3330,70,38,70,0,587,26,80.81,1.7,0.92,1.7,0,14.24,0.63
"06037204700","14000US06037204700","Census Tract 2047","Census Tract 2047, Los Angeles County, California","ca","140","00","ACSSF","0004393",,,,,"06","037",,,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676,3783,114,41,65,0,1563,110,66.65,2.01,0.72,1.15,0,27.54,1.94
"06037204810","14000US06037204810","Census Tract 2048.10","Census Tract 2048.10, Los Angeles County, California","ca","140","00","ACSSF","0004394",,,,,"06","037",,,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5462,3947,154,50,30,0,1220,61,72.26,2.82,0.92,0.55,0,22.34,1.12
"06037204820","14000US06037204820","Census Tract 2048.20","Census Tract 2048.20, Los Angeles County, California","ca","140","00","ACSSF","0004395",,,,,"06","037",,,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,1187,43,0,1,0,901,14,55.31,2,0,0.05,0,41.99,0.65
"06037204910","14000US06037204910","Census Tract 2049.10","Census Tract 2049.10, Los Angeles County, California","ca","140","00","ACSSF","0004396",,,,,"06","037",,,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,2454,23,15,22,0,732,17,75.21,0.7,0.46,0.67,0,22.43,0.52
"06037204920","14000US06037204920","Census Tract 2049.20","Census Tract 2049.20, Los Angeles County, California","ca","140","00","ACSSF","0004397",,,,,"06","037",,,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639,2085,27,40,0,0,487,0,79.01,1.02,1.52,0,0,18.45,0
"06037205110","14000US06037205110","Census Tract 2051.10","Census Tract 2051.10, Los Angeles County, California","ca","140","00","ACSSF","0004398",,,,,"06","037",,,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861,2788,28,0,122,0,846,77,72.21,0.73,0,3.16,0,21.91,1.99
"06037205120","14000US06037205120","Census Tract 2051.20","Census Tract 2051.20, Los Angeles County, California","ca","140","00","ACSSF","0004399",,,,,"06","037",,,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521,2511,93,0,35,0,851,31,71.31,2.64,0,0.99,0,24.17,0.88
"06037206010","14000US06037206010","Census Tract 2060.10","Census Tract 2060.10, Los Angeles County, California","ca","140","00","ACSSF","0004400",,,,,"06","037",,,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3943,1070,8,0,1505,0,1309,51,27.14,0.2,0,38.17,0,33.2,1.29
"06037206020","14000US06037206020","Census Tract 2060.20","Census Tract 2060.20, Los Angeles County, California","ca","140","00","ACSSF","0004401",,,,,"06","037",,,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666,3572,2913,133,276,53,1443,276,41.22,33.61,1.53,3.18,0.61,16.65,3.18
"06037206031","14000US06037206031","Census Tract 2060.31","Census Tract 2060.31, Los Angeles County, California","ca","140","00","ACSSF","0004402",,,,,"06","037",,,,"206031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,1885,206,9,1187,85,169,247,49.76,5.44,0.24,31.34,2.24,4.46,6.52
"06037206032","14000US06037206032","Census Tract 2060.32","Census Tract 2060.32, Los Angeles County, California","ca","140","00","ACSSF","0004403",,,,,"06","037",,,,"206032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5185,3287,115,51,777,0,946,9,63.39,2.22,0.98,14.99,0,18.24,0.17
"06037206050","14000US06037206050","Census Tract 2060.50","Census Tract 2060.50, Los Angeles County, California","ca","140","00","ACSSF","0004404",,,,,"06","037",,,,"206050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,1247,112,11,185,0,411,44,62.04,5.57,0.55,9.2,0,20.45,2.19
"06037206200","14000US06037206200","Census Tract 2062","Census Tract 2062, Los Angeles County, California","ca","140","00","ACSSF","0004405",,,,,"06","037",,,,"206200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971,742,791,3,1839,13,430,153,18.69,19.92,0.08,46.31,0.33,10.83,3.85
"06037206300","14000US06037206300","Census Tract 2063","Census Tract 2063, Los Angeles County, California","ca","140","00","ACSSF","0004406",,,,,"06","037",,,,"206300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5702,1758,3022,141,111,29,447,194,30.83,53,2.47,1.95,0.51,7.84,3.4
"06037207101","14000US06037207101","Census Tract 2071.01","Census Tract 2071.01, Los Angeles County, California","ca","140","00","ACSSF","0004407",,,,,"06","037",,,,"207101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068,870,442,0,2265,0,356,135,21.39,10.87,0,55.68,0,8.75,3.32
"06037207102","14000US06037207102","Census Tract 2071.02","Census Tract 2071.02, Los Angeles County, California","ca","140","00","ACSSF","0004408",,,,,"06","037",,,,"207102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866,454,250,51,1810,0,228,73,15.84,8.72,1.78,63.15,0,7.96,2.55
"06037207103","14000US06037207103","Census Tract 2071.03","Census Tract 2071.03, Los Angeles County, California","ca","140","00","ACSSF","0004409",,,,,"06","037",,,,"207103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324,220,74,5,1906,0,86,33,9.47,3.18,0.22,82.01,0,3.7,1.42
"06037207301","14000US06037207301","Census Tract 2073.01","Census Tract 2073.01, Los Angeles County, California","ca","140","00","ACSSF","0004410",,,,,"06","037",,,,"207301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4806,2453,827,31,672,0,518,305,51.04,17.21,0.65,13.98,0,10.78,6.35
"06037207302","14000US06037207302","Census Tract 2073.02","Census Tract 2073.02, Los Angeles County, California","ca","140","00","ACSSF","0004411",,,,,"06","037",,,,"207302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556,2121,823,60,767,0,346,439,46.55,18.06,1.32,16.83,0,7.59,9.64
"06037207400","14000US06037207400","Census Tract 2074","Census Tract 2074, Los Angeles County, California","ca","140","00","ACSSF","0004412",,,,,"06","037",,,,"207400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,580,347,22,130,5,187,113,41.91,25.07,1.59,9.39,0.36,13.51,8.16
"06037207501","14000US06037207501","Census Tract 2075.01","Census Tract 2075.01, Los Angeles County, California","ca","140","00","ACSSF","0004413",,,,,"06","037",,,,"207501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252,813,291,0,636,0,205,307,36.1,12.92,0,28.24,0,9.1,13.63
"06037207502","14000US06037207502","Census Tract 2075.02","Census Tract 2075.02, Los Angeles County, California","ca","140","00","ACSSF","0004414",,,,,"06","037",,,,"207502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,692,298,0,1662,0,96,103,24.27,10.45,0,58.3,0,3.37,3.61
"06037207710","14000US06037207710","Census Tract 2077.10","Census Tract 2077.10, Los Angeles County, California","ca","140","00","ACSSF","0004415",,,,,"06","037",,,,"207710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350,1787,372,0,1759,0,330,102,41.08,8.55,0,40.44,0,7.59,2.34
"06037207900","14000US06037207900","Census Tract 2079","Census Tract 2079, Los Angeles County, California","ca","140","00","ACSSF","0004416",,,,,"06","037",,,,"207900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6133,2203,356,0,2327,0,795,452,35.92,5.8,0,37.94,0,12.96,7.37
"06037208000","14000US06037208000","Census Tract 2080","Census Tract 2080, Los Angeles County, California","ca","140","00","ACSSF","0004417",,,,,"06","037",,,,"208000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7646,1983,689,133,1272,0,3471,98,25.94,9.01,1.74,16.64,0,45.4,1.28
"06037208301","14000US06037208301","Census Tract 2083.01","Census Tract 2083.01, Los Angeles County, California","ca","140","00","ACSSF","0004418",,,,,"06","037",,,,"208301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217,863,29,69,80,6,1167,3,38.93,1.31,3.11,3.61,0.27,52.64,0.14
"06037208302","14000US06037208302","Census Tract 2083.02","Census Tract 2083.02, Los Angeles County, California","ca","140","00","ACSSF","0004419",,,,,"06","037",,,,"208302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741,2241,258,286,607,0,1269,80,47.27,5.44,6.03,12.8,0,26.77,1.69
"06037208401","14000US06037208401","Census Tract 2084.01","Census Tract 2084.01, Los Angeles County, California","ca","140","00","ACSSF","0004420",,,,,"06","037",,,,"208401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479,1160,64,169,972,7,2056,51,25.9,1.43,3.77,21.7,0.16,45.9,1.14
"06037208402","14000US06037208402","Census Tract 2084.02","Census Tract 2084.02, Los Angeles County, California","ca","140","00","ACSSF","0004421",,,,,"06","037",,,,"208402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826,855,42,142,534,0,1180,73,30.25,1.49,5.02,18.9,0,41.76,2.58
"06037208501","14000US06037208501","Census Tract 2085.01","Census Tract 2085.01, Los Angeles County, California","ca","140","00","ACSSF","0004422",,,,,"06","037",,,,"208501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388,568,25,10,1142,16,566,61,23.79,1.05,0.42,47.82,0.67,23.7,2.55
"06037208502","14000US06037208502","Census Tract 2085.02","Census Tract 2085.02, Los Angeles County, California","ca","140","00","ACSSF","0004423",,,,,"06","037",,,,"208502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933,1130,105,89,572,0,1925,112,28.73,2.67,2.26,14.54,0,48.94,2.85
"06037208610","14000US06037208610","Census Tract 2086.10","Census Tract 2086.10, Los Angeles County, California","ca","140","00","ACSSF","0004424",,,,,"06","037",,,,"208610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4441,891,225,0,1845,32,1331,117,20.06,5.07,0,41.54,0.72,29.97,2.63
"06037208620","14000US06037208620","Census Tract 2086.20","Census Tract 2086.20, Los Angeles County, California","ca","140","00","ACSSF","0004425",,,,,"06","037",,,,"208620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4319,733,265,93,1408,74,1594,152,16.97,6.14,2.15,32.6,1.71,36.91,3.52
"06037208710","14000US06037208710","Census Tract 2087.10","Census Tract 2087.10, Los Angeles County, California","ca","140","00","ACSSF","0004426",,,,,"06","037",,,,"208710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4622,568,167,1,2789,0,1000,97,12.29,3.61,0.02,60.34,0,21.64,2.1
"06037208720","14000US06037208720","Census Tract 2087.20","Census Tract 2087.20, Los Angeles County, California","ca","140","00","ACSSF","0004427",,,,,"06","037",,,,"208720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4338,2008,134,0,224,0,1972,0,46.29,3.09,0,5.16,0,45.46,0
"06037208801","14000US06037208801","Census Tract 2088.01","Census Tract 2088.01, Los Angeles County, California","ca","140","00","ACSSF","0004428",,,,,"06","037",,,,"208801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942,930,183,0,675,0,1060,94,31.61,6.22,0,22.94,0,36.03,3.2
"06037208802","14000US06037208802","Census Tract 2088.02","Census Tract 2088.02, Los Angeles County, California","ca","140","00","ACSSF","0004429",,,,,"06","037",,,,"208802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533,896,208,0,807,0,1453,169,25.36,5.89,0,22.84,0,41.13,4.78
"06037208902","14000US06037208902","Census Tract 2089.02","Census Tract 2089.02, Los Angeles County, California","ca","140","00","ACSSF","0004430",,,,,"06","037",,,,"208902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823,1013,48,75,158,0,1491,38,35.88,1.7,2.66,5.6,0,52.82,1.35
"06037208903","14000US06037208903","Census Tract 2089.03","Census Tract 2089.03, Los Angeles County, California","ca","140","00","ACSSF","0004431",,,,,"06","037",,,,"208903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212,2001,245,45,183,0,1678,60,47.51,5.82,1.07,4.34,0,39.84,1.42
"06037208904","14000US06037208904","Census Tract 2089.04","Census Tract 2089.04, Los Angeles County, California","ca","140","00","ACSSF","0004432",,,,,"06","037",,,,"208904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4114,1448,132,0,282,0,2228,24,35.2,3.21,0,6.85,0,54.16,0.58
"06037209102","14000US06037209102","Census Tract 2091.02","Census Tract 2091.02, Los Angeles County, California","ca","140","00","ACSSF","0004433",,,,,"06","037",,,,"209102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5734,2321,502,73,675,0,2057,106,40.48,8.75,1.27,11.77,0,35.87,1.85
"06037209103","14000US06037209103","Census Tract 2091.03","Census Tract 2091.03, Los Angeles County, California","ca","140","00","ACSSF","0004434",,,,,"06","037",,,,"209103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708,1838,126,132,36,17,1545,14,49.57,3.4,3.56,0.97,0.46,41.67,0.38
"06037209104","14000US06037209104","Census Tract 2091.04","Census Tract 2091.04, Los Angeles County, California","ca","140","00","ACSSF","0004435",,,,,"06","037",,,,"209104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630,1168,190,40,125,4,969,134,44.41,7.22,1.52,4.75,0.15,36.84,5.1
"06037209200","14000US06037209200","Census Tract 2092","Census Tract 2092, Los Angeles County, California","ca","140","00","ACSSF","0004436",,,,,"06","037",,,,"209200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356,1459,335,0,1190,79,1074,219,33.49,7.69,0,27.32,1.81,24.66,5.03
"06037209300","14000US06037209300","Census Tract 2093","Census Tract 2093, Los Angeles County, California","ca","140","00","ACSSF","0004437",,,,,"06","037",,,,"209300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4684,1797,273,40,578,0,1841,155,38.36,5.83,0.85,12.34,0,39.3,3.31
"06037209401","14000US06037209401","Census Tract 2094.01","Census Tract 2094.01, Los Angeles County, California","ca","140","00","ACSSF","0004438",,,,,"06","037",,,,"209401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428,1798,394,124,519,6,1466,121,40.61,8.9,2.8,11.72,0.14,33.11,2.73
"06037209402","14000US06037209402","Census Tract 2094.02","Census Tract 2094.02, Los Angeles County, California","ca","140","00","ACSSF","0004439",,,,,"06","037",,,,"209402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945,1467,125,76,53,0,2224,0,37.19,3.17,1.93,1.34,0,56.38,0
"06037209403","14000US06037209403","Census Tract 2094.03","Census Tract 2094.03, Los Angeles County, California","ca","140","00","ACSSF","0004440",,,,,"06","037",,,,"209403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844,1629,203,91,749,4,1168,0,42.38,5.28,2.37,19.48,0.1,30.39,0
"06037209510","14000US06037209510","Census Tract 2095.10","Census Tract 2095.10, Los Angeles County, California","ca","140","00","ACSSF","0004441",,,,,"06","037",,,,"209510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3004,990,90,53,748,0,957,166,32.96,3,1.76,24.9,0,31.86,5.53
