Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010
"06037433601","14000US06037433601","Census Tract 4336.01","Census Tract 4336.01, Los Angeles County, California","ca","140","00","ACSSF","0005199",,,,,"06","037",,,,"433601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,56719,,,70169,,39762,,50455,
"06037433602","14000US06037433602","Census Tract 4336.02","Census Tract 4336.02, Los Angeles County, California","ca","140","00","ACSSF","0005200",,,,,"06","037",,,,"433602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41250,47188,,,43958,,31413,,33750,
"06037433700","14000US06037433700","Census Tract 4337","Census Tract 4337, Los Angeles County, California","ca","140","00","ACSSF","0005201",,,,,"06","037",,,,"433700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60182,61042,,69219,44667,,61932,31250,61071,60500
"06037433801","14000US06037433801","Census Tract 4338.01","Census Tract 4338.01, Los Angeles County, California","ca","140","00","ACSSF","0005202",,,,,"06","037",,,,"433801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47359,45938,,,57386,,45114,,45927,48000
"06037433802","14000US06037433802","Census Tract 4338.02","Census Tract 4338.02, Los Angeles County, California","ca","140","00","ACSSF","0005203",,,,,"06","037",,,,"433802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70179,74750,,,70417,,54000,98542,69423,66250
"06037433901","14000US06037433901","Census Tract 4339.01","Census Tract 4339.01, Los Angeles County, California","ca","140","00","ACSSF","0005204",,,,,"06","037",,,,"433901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41707,41458,,,40250,,39076,,40238,
"06037433902","14000US06037433902","Census Tract 4339.02","Census Tract 4339.02, Los Angeles County, California","ca","140","00","ACSSF","0005205",,,,,"06","037",,,,"433902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51715,54875,,57708,41750,,39821,,52083,60625
"06037434001","14000US06037434001","Census Tract 4340.01","Census Tract 4340.01, Los Angeles County, California","ca","140","00","ACSSF","0005206",,,,,"06","037",,,,"434001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,50333,,28646,65625,,56711,,50913,58571
"06037434003","14000US06037434003","Census Tract 4340.03","Census Tract 4340.03, Los Angeles County, California","ca","140","00","ACSSF","0005207",,,,,"06","037",,,,"434003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42702,40483,,,62969,,63008,,40739,41563
"06037434004","14000US06037434004","Census Tract 4340.04","Census Tract 4340.04, Los Angeles County, California","ca","140","00","ACSSF","0005208",,,,,"06","037",,,,"434004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62736,53359,,,48125,,64974,,62708,
"06037460000","14000US06037460000","Census Tract 4600","Census Tract 4600, Los Angeles County, California","ca","140","00","ACSSF","0005209",,,,,"06","037",,,,"460000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142827,135481,141964,,177250,,,138750,103922,142589
"06037460100","14000US06037460100","Census Tract 4601","Census Tract 4601, Los Angeles County, California","ca","140","00","ACSSF","0005210",,,,,"06","037",,,,"460100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130815,135357,69688,,,,,,106250,154000
"06037460200","14000US06037460200","Census Tract 4602","Census Tract 4602, Los Angeles County, California","ca","140","00","ACSSF","0005211",,,,,"06","037",,,,"460200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99643,136579,73750,,119853,,,210202,,136908
"06037460301","14000US06037460301","Census Tract 4603.01","Census Tract 4603.01, Los Angeles County, California","ca","140","00","ACSSF","0005212",,,,,"06","037",,,,"460301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98015,127798,64000,,212250,,149205,,75250,129345
"06037460302","14000US06037460302","Census Tract 4603.02","Census Tract 4603.02, Los Angeles County, California","ca","140","00","ACSSF","0005213",,,,,"06","037",,,,"460302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85216,102333,45375,,118438,,73300,,91964,124250
"06037460401","14000US06037460401","Census Tract 4604.01","Census Tract 4604.01, Los Angeles County, California","ca","140","00","ACSSF","0005214",,,,,"06","037",,,,"460401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86923,113194,77188,,86563,,,,,136563
"06037460501","14000US06037460501","Census Tract 4605.01","Census Tract 4605.01, Los Angeles County, California","ca","140","00","ACSSF","0005215",,,,,"06","037",,,,"460501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194783,176406,,,196250,,,250001,250001,172361
"06037460502","14000US06037460502","Census Tract 4605.02","Census Tract 4605.02, Los Angeles County, California","ca","140","00","ACSSF","0005216",,,,,"06","037",,,,"460502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146297,144375,,,147143,,,,113393,158843
"06037460600","14000US06037460600","Census Tract 4606","Census Tract 4606, Los Angeles County, California","ca","140","00","ACSSF","0005217",,,,,"06","037",,,,"460600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155938,160339,,,122344,,,143750,129306,160360
"06037460700","14000US06037460700","Census Tract 4607","Census Tract 4607, Los Angeles County, California","ca","140","00","ACSSF","0005218",,,,,"06","037",,,,"460700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207727,233750,,,187625,,,,51544,250001
"06037460800","14000US06037460800","Census Tract 4608","Census Tract 4608, Los Angeles County, California","ca","140","00","ACSSF","0005219",,,,,"06","037",,,,"460800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208229,213500,154091,,191364,,,,250001,214250
"06037460900","14000US06037460900","Census Tract 4609","Census Tract 4609, Los Angeles County, California","ca","140","00","ACSSF","0005220",,,,,"06","037",,,,"460900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78229,82703,63438,,83400,,76792,135568,77250,94583
"06037461000","14000US06037461000","Census Tract 4610","Census Tract 4610, Los Angeles County, California","ca","140","00","ACSSF","0005221",,,,,"06","037",,,,"461000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58866,71650,51424,,,,45927,45568,64543,98625
"06037461100","14000US06037461100","Census Tract 4611","Census Tract 4611, Los Angeles County, California","ca","140","00","ACSSF","0005222",,,,,"06","037",,,,"461100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81208,98894,68750,,,,55403,,57218,106467
"06037461200","14000US06037461200","Census Tract 4612","Census Tract 4612, Los Angeles County, California","ca","140","00","ACSSF","0005223",,,,,"06","037",,,,"461200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137670,139514,,,,,,203077,190833,136719
"06037461300","14000US06037461300","Census Tract 4613","Census Tract 4613, Los Angeles County, California","ca","140","00","ACSSF","0005224",,,,,"06","037",,,,"461300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79479,88542,,,125417,,,,48634,87750
"06037461400","14000US06037461400","Census Tract 4614","Census Tract 4614, Los Angeles County, California","ca","140","00","ACSSF","0005225",,,,,"06","037",,,,"461400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000,63094,28561,,,,35750,,33333,64866
"06037461501","14000US06037461501","Census Tract 4615.01","Census Tract 4615.01, Los Angeles County, California","ca","140","00","ACSSF","0005226",,,,,"06","037",,,,"461501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73906,85962,38487,,113750,,55833,113393,58646,98147
"06037461502","14000US06037461502","Census Tract 4615.02","Census Tract 4615.02, Los Angeles County, California","ca","140","00","ACSSF","0005227",,,,,"06","037",,,,"461502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58462,62091,41713,,61688,,54779,,59038,82083
"06037461600","14000US06037461600","Census Tract 4616","Census Tract 4616, Los Angeles County, California","ca","140","00","ACSSF","0005228",,,,,"06","037",,,,"461600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61551,81410,,,79821,,36250,,41313,100721
"06037461700","14000US06037461700","Census Tract 4617","Census Tract 4617, Los Angeles County, California","ca","140","00","ACSSF","0005229",,,,,"06","037",,,,"461700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127917,133365,71750,,159500,,,73500,120750,133077
"06037461901","14000US06037461901","Census Tract 4619.01","Census Tract 4619.01, Los Angeles County, California","ca","140","00","ACSSF","0005230",,,,,"06","037",,,,"461901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49038,60037,,,,,41884,,46726,61728
"06037461902","14000US06037461902","Census Tract 4619.02","Census Tract 4619.02, Los Angeles County, California","ca","140","00","ACSSF","0005231",,,,,"06","037",,,,"461902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28750,61648,20203,,,,,,60057,67500
"06037462001","14000US06037462001","Census Tract 4620.01","Census Tract 4620.01, Los Angeles County, California","ca","140","00","ACSSF","0005232",,,,,"06","037",,,,"462001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46389,77734,29226,,,,35887,,46435,91875
"06037462002","14000US06037462002","Census Tract 4620.02","Census Tract 4620.02, Los Angeles County, California","ca","140","00","ACSSF","0005233",,,,,"06","037",,,,"462002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31071,53967,18542,,,,30179,,30893,100156
"06037462100","14000US06037462100","Census Tract 4621","Census Tract 4621, Los Angeles County, California","ca","140","00","ACSSF","0005234",,,,,"06","037",,,,"462100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57143,59313,76250,,62798,,46094,,43688,98359
"06037462201","14000US06037462201","Census Tract 4622.01","Census Tract 4622.01, Los Angeles County, California","ca","140","00","ACSSF","0005235",,,,,"06","037",,,,"462201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35719,58466,23125,,14375,,,,37169,58819
"06037462202","14000US06037462202","Census Tract 4622.02","Census Tract 4622.02, Los Angeles County, California","ca","140","00","ACSSF","0005236",,,,,"06","037",,,,"462202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63820,87500,,,,,,,71563,108125
"06037462301","14000US06037462301","Census Tract 4623.01","Census Tract 4623.01, Los Angeles County, California","ca","140","00","ACSSF","0005237",,,,,"06","037",,,,"462301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54167,53155,,,83214,,38023,89306,41875,54327
"06037462302","14000US06037462302","Census Tract 4623.02","Census Tract 4623.02, Los Angeles County, California","ca","140","00","ACSSF","0005238",,,,,"06","037",,,,"462302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,85089,37321,,82625,,30329,147794,66471,86071
"06037462400","14000US06037462400","Census Tract 4624","Census Tract 4624, Los Angeles County, California","ca","140","00","ACSSF","0005239",,,,,"06","037",,,,"462400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85950,104688,,,96875,,,,68158,108194
"06037462500","14000US06037462500","Census Tract 4625","Census Tract 4625, Los Angeles County, California","ca","140","00","ACSSF","0005240",,,,,"06","037",,,,"462500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89179,83929,111369,,185602,,,,149135,82520
"06037462600","14000US06037462600","Census Tract 4626","Census Tract 4626, Los Angeles County, California","ca","140","00","ACSSF","0005241",,,,,"06","037",,,,"462600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130208,137083,96484,,161250,,,,115250,160893
"06037462700","14000US06037462700","Census Tract 4627","Census Tract 4627, Los Angeles County, California","ca","140","00","ACSSF","0005242",,,,,"06","037",,,,"462700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74194,66313,64375,,119722,,66821,,54447,79044
"06037462800","14000US06037462800","Census Tract 4628","Census Tract 4628, Los Angeles County, California","ca","140","00","ACSSF","0005243",,,,,"06","037",,,,"462800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78142,95795,61382,,60714,,74183,148594,73074,108313
"06037462900","14000US06037462900","Census Tract 4629","Census Tract 4629, Los Angeles County, California","ca","140","00","ACSSF","0005244",,,,,"06","037",,,,"462900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119643,126908,126071,,129821,,66250,101406,115000,121083
"06037463000","14000US06037463000","Census Tract 4630","Census Tract 4630, Los Angeles County, California","ca","140","00","ACSSF","0005245",,,,,"06","037",,,,"463000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106354,101897,,,140450,,,,55833,109609
"06037463101","14000US06037463101","Census Tract 4631.01","Census Tract 4631.01, Los Angeles County, California","ca","140","00","ACSSF","0005246",,,,,"06","037",,,,"463101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95341,72708,142000,,116786,,,,59519,76667
"06037463102","14000US06037463102","Census Tract 4631.02","Census Tract 4631.02, Los Angeles County, California","ca","140","00","ACSSF","0005247",,,,,"06","037",,,,"463102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85438,94524,,,81058,,39482,86938,49773,98785
"06037463200","14000US06037463200","Census Tract 4632","Census Tract 4632, Los Angeles County, California","ca","140","00","ACSSF","0005248",,,,,"06","037",,,,"463200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100982,106917,,,98269,,109732,,93182,117538
"06037463300","14000US06037463300","Census Tract 4633","Census Tract 4633, Los Angeles County, California","ca","140","00","ACSSF","0005249",,,,,"06","037",,,,"463300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94050,97250,,,135500,,61016,,61875,105893
"06037463400","14000US06037463400","Census Tract 4634","Census Tract 4634, Los Angeles County, California","ca","140","00","ACSSF","0005250",,,,,"06","037",,,,"463400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000,86908,59191,,87917,,55341,,56591,92422
"06037463500","14000US06037463500","Census Tract 4635","Census Tract 4635, Los Angeles County, California","ca","140","00","ACSSF","0005251",,,,,"06","037",,,,"463500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79977,92500,51037,,69828,,,65750,130459,90417
"06037463601","14000US06037463601","Census Tract 4636.01","Census Tract 4636.01, Los Angeles County, California","ca","140","00","ACSSF","0005252",,,,,"06","037",,,,"463601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82070,94260,,,75326,,58412,91111,77571,104904
"06037463602","14000US06037463602","Census Tract 4636.02","Census Tract 4636.02, Los Angeles County, California","ca","140","00","ACSSF","0005253",,,,,"06","037",,,,"463602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77043,86106,,,71458,,,,92357,80893
"06037463700","14000US06037463700","Census Tract 4637","Census Tract 4637, Los Angeles County, California","ca","140","00","ACSSF","0005254",,,,,"06","037",,,,"463700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129375,145179,,,128971,,,,159000,136429
"06037463800","14000US06037463800","Census Tract 4638","Census Tract 4638, Los Angeles County, California","ca","140","00","ACSSF","0005255",,,,,"06","037",,,,"463800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153750,147264,,,178393,,,250001,,147398
"06037463900","14000US06037463900","Census Tract 4639","Census Tract 4639, Los Angeles County, California","ca","140","00","ACSSF","0005256",,,,,"06","037",,,,"463900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95096,98125,123929,,105417,,,57292,37386,100761
"06037464000","14000US06037464000","Census Tract 4640","Census Tract 4640, Los Angeles County, California","ca","140","00","ACSSF","0005257",,,,,"06","037",,,,"464000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99492,93221,113507,,104500,,,,59900,119375
"06037464100","14000US06037464100","Census Tract 4641","Census Tract 4641, Los Angeles County, California","ca","140","00","ACSSF","0005258",,,,,"06","037",,,,"464100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163092,236402,,,150938,,,,,235720
"06037464200","14000US06037464200","Census Tract 4642","Census Tract 4642, Los Angeles County, California","ca","140","00","ACSSF","0005259",,,,,"06","037",,,,"464200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153750,198173,,,135938,,,250001,250001,198077
"06037480002","14000US06037480002","Census Tract 4800.02","Census Tract 4800.02, Los Angeles County, California","ca","140","00","ACSSF","0005260",,,,,"06","037",,,,"480002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108095,100950,,,108393,,118969,,118125,105469
"06037480011","14000US06037480011","Census Tract 4800.11","Census Tract 4800.11, Los Angeles County, California","ca","140","00","ACSSF","0005261",,,,,"06","037",,,,"480011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63036,69464,,,82723,,27037,,55242,61917
"06037480012","14000US06037480012","Census Tract 4800.12","Census Tract 4800.12, Los Angeles County, California","ca","140","00","ACSSF","0005262",,,,,"06","037",,,,"480012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80723,70450,80500,,91680,,58750,105417,58649,81167
"06037480101","14000US06037480101","Census Tract 4801.01","Census Tract 4801.01, Los Angeles County, California","ca","140","00","ACSSF","0005263",,,,,"06","037",,,,"480101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68243,67973,,,87868,,41204,,42222,67770
"06037480102","14000US06037480102","Census Tract 4801.02","Census Tract 4801.02, Los Angeles County, California","ca","140","00","ACSSF","0005264",,,,,"06","037",,,,"480102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66210,77063,,,66169,,,59886,78864,48194
"06037480201","14000US06037480201","Census Tract 4802.01","Census Tract 4802.01, Los Angeles County, California","ca","140","00","ACSSF","0005265",,,,,"06","037",,,,"480201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102484,115457,,,101031,,,250001,75938,116677
"06037480202","14000US06037480202","Census Tract 4802.02","Census Tract 4802.02, Los Angeles County, California","ca","140","00","ACSSF","0005266",,,,,"06","037",,,,"480202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102368,114833,,,80972,,71667,,103125,145208
"06037480302","14000US06037480302","Census Tract 4803.02","Census Tract 4803.02, Los Angeles County, California","ca","140","00","ACSSF","0005267",,,,,"06","037",,,,"480302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64028,72500,40250,,46842,,78636,,83796,55893
"06037480303","14000US06037480303","Census Tract 4803.03","Census Tract 4803.03, Los Angeles County, California","ca","140","00","ACSSF","0005268",,,,,"06","037",,,,"480303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48138,44444,,,55882,,38826,,42056,35938
"06037480304","14000US06037480304","Census Tract 4803.04","Census Tract 4803.04, Los Angeles County, California","ca","140","00","ACSSF","0005269",,,,,"06","037",,,,"480304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39575,46944,86528,,27454,,58281,,56042,62708
"06037480400","14000US06037480400","Census Tract 4804","Census Tract 4804, Los Angeles County, California","ca","140","00","ACSSF","0005270",,,,,"06","037",,,,"480400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55208,56020,,,53500,,,53750,51731,71528
"06037480500","14000US06037480500","Census Tract 4805","Census Tract 4805, Los Angeles County, California","ca","140","00","ACSSF","0005271",,,,,"06","037",,,,"480500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117143,120948,,,101583,,110833,250001,124097,114808
"06037480600","14000US06037480600","Census Tract 4806","Census Tract 4806, Los Angeles County, California","ca","140","00","ACSSF","0005272",,,,,"06","037",,,,"480600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77963,78488,85089,,71950,,86354,86300,100893,78000
"06037480702","14000US06037480702","Census Tract 4807.02","Census Tract 4807.02, Los Angeles County, California","ca","140","00","ACSSF","0005273",,,,,"06","037",,,,"480702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152500,120500,158750,,205333,,88438,191250,89375,155000
"06037480703","14000US06037480703","Census Tract 4807.03","Census Tract 4807.03, Los Angeles County, California","ca","140","00","ACSSF","0005274",,,,,"06","037",,,,"480703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106750,107188,,,113571,,,,124432,89444
"06037480704","14000US06037480704","Census Tract 4807.04","Census Tract 4807.04, Los Angeles County, California","ca","140","00","ACSSF","0005275",,,,,"06","037",,,,"480704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79621,80625,,,76625,,79125,169028,66667,87396
"06037480802","14000US06037480802","Census Tract 4808.02","Census Tract 4808.02, Los Angeles County, California","ca","140","00","ACSSF","0005276",,,,,"06","037",,,,"480802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67724,102308,,,44591,,60694,,78472,
"06037480803","14000US06037480803","Census Tract 4808.03","Census Tract 4808.03, Los Angeles County, California","ca","140","00","ACSSF","0005277",,,,,"06","037",,,,"480803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73841,73438,,103068,71452,,92841,125263,79625,
"06037480804","14000US06037480804","Census Tract 4808.04","Census Tract 4808.04, Los Angeles County, California","ca","140","00","ACSSF","0005278",,,,,"06","037",,,,"480804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61934,69375,,,49750,,77644,,68950,82875
"06037480901","14000US06037480901","Census Tract 4809.01","Census Tract 4809.01, Los Angeles County, California","ca","140","00","ACSSF","0005279",,,,,"06","037",,,,"480901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67704,41625,,,67321,,74219,,71689,41000
"06037480902","14000US06037480902","Census Tract 4809.02","Census Tract 4809.02, Los Angeles County, California","ca","140","00","ACSSF","0005280",,,,,"06","037",,,,"480902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47070,49426,52426,,41678,,41000,94712,48167,
"06037480903","14000US06037480903","Census Tract 4809.03","Census Tract 4809.03, Los Angeles County, California","ca","140","00","ACSSF","0005281",,,,,"06","037",,,,"480903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59688,79375,,,56538,,,80893,70921,53750
"06037481001","14000US06037481001","Census Tract 4810.01","Census Tract 4810.01, Los Angeles County, California","ca","140","00","ACSSF","0005282",,,,,"06","037",,,,"481001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,35068,,,51875,,48750,,40375,27083
"06037481002","14000US06037481002","Census Tract 4810.02","Census Tract 4810.02, Los Angeles County, California","ca","140","00","ACSSF","0005283",,,,,"06","037",,,,"481002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58589,78938,,,49610,,53343,63846,57903,79438
"06037481101","14000US06037481101","Census Tract 4811.01","Census Tract 4811.01, Los Angeles County, California","ca","140","00","ACSSF","0005284",,,,,"06","037",,,,"481101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55914,60045,56875,,60189,,43207,,47031,62045
"06037481102","14000US06037481102","Census Tract 4811.02","Census Tract 4811.02, Los Angeles County, California","ca","140","00","ACSSF","0005285",,,,,"06","037",,,,"481102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50087,52031,36875,,49583,,,58482,59107,46607
"06037481103","14000US06037481103","Census Tract 4811.03","Census Tract 4811.03, Los Angeles County, California","ca","140","00","ACSSF","0005286",,,,,"06","037",,,,"481103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61506,59750,,,73750,,55875,,55714,110625
"06037481201","14000US06037481201","Census Tract 4812.01","Census Tract 4812.01, Los Angeles County, California","ca","140","00","ACSSF","0005287",,,,,"06","037",,,,"481201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58036,44643,,,61394,,57850,,46750,68472
"06037481202","14000US06037481202","Census Tract 4812.02","Census Tract 4812.02, Los Angeles County, California","ca","140","00","ACSSF","0005288",,,,,"06","037",,,,"481202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70735,55977,,,75858,,52625,,49545,55430
"06037481300","14000US06037481300","Census Tract 4813","Census Tract 4813, Los Angeles County, California","ca","140","00","ACSSF","0005289",,,,,"06","037",,,,"481300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62930,60972,,,63468,,63693,,64583,29750
"06037481401","14000US06037481401","Census Tract 4814.01","Census Tract 4814.01, Los Angeles County, California","ca","140","00","ACSSF","0005290",,,,,"06","037",,,,"481401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43980,51705,,,41699,,57969,,57688,
"06037481402","14000US06037481402","Census Tract 4814.02","Census Tract 4814.02, Los Angeles County, California","ca","140","00","ACSSF","0005291",,,,,"06","037",,,,"481402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60699,62792,,,57452,,,,61806,
"06037481500","14000US06037481500","Census Tract 4815","Census Tract 4815, Los Angeles County, California","ca","140","00","ACSSF","0005292",,,,,"06","037",,,,"481500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62344,64583,73711,,56786,,77056,,77419,
"06037481603","14000US06037481603","Census Tract 4816.03","Census Tract 4816.03, Los Angeles County, California","ca","140","00","ACSSF","0005293",,,,,"06","037",,,,"481603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48454,36188,,,49605,,,,,35625
"06037481604","14000US06037481604","Census Tract 4816.04","Census Tract 4816.04, Los Angeles County, California","ca","140","00","ACSSF","0005294",,,,,"06","037",,,,"481604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57262,56875,,,59844,,50800,,52390,40978
"06037481605","14000US06037481605","Census Tract 4816.05","Census Tract 4816.05, Los Angeles County, California","ca","140","00","ACSSF","0005295",,,,,"06","037",,,,"481605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55938,52148,,,62950,,,,54107,43224
"06037481606","14000US06037481606","Census Tract 4816.06","Census Tract 4816.06, Los Angeles County, California","ca","140","00","ACSSF","0005296",,,,,"06","037",,,,"481606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53177,56648,,,49980,,69444,71094,82396,51250
