Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010,PCT_SE_A09001_002,PCT_SE_A09001_003,PCT_SE_A09001_004,PCT_SE_A09001_005,PCT_SE_A09001_006,PCT_SE_A09001_007,PCT_SE_A09001_008,PCT_SE_A09001_009,PCT_SE_A09001_010
"06059032023","14000US06059032023","Census Tract 320.23","Census Tract 320.23, Orange County, California","ca","140","00","ACSSF","0006634",,,,,"06","059",,,,"032023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14824,14824,12147,147,25,551,489,399,1066,81.94,0.99,0.17,3.72,3.3,2.69,7.19,14824,12849,10708,147,25,551,489,0,929,1975,1439,0,0,0,0,399,137,86.68,72.23,0.99,0.17,3.72,3.3,0,6.27,13.32,9.71,0,0,0,0,2.69,0.92,9137,245,1072,2435,3538,1354,371,122,2.68,11.73,26.65,38.72,14.82,4.06,1.34,161406,4600,3918,682,85.17,14.83,6519,5579,519,962,805,1039,1394,433,427,940,85.58,7.96,14.76,12.35,15.94,21.38,6.64,6.55,14.42
"06059032027","14000US06059032027","Census Tract 320.27","Census Tract 320.27, Orange County, California","ca","140","00","ACSSF","0006635",,,,,"06","059",,,,"032027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6503,6503,4014,118,30,1046,26,861,408,61.73,1.81,0.46,16.08,0.4,13.24,6.27,6503,4223,2770,104,0,1036,26,17,270,2280,1244,14,30,10,0,844,138,64.94,42.6,1.6,0,15.93,0.4,0.26,4.15,35.06,19.13,0.22,0.46,0.15,0,12.98,2.12,4457,431,794,1675,1099,356,80,22,9.67,17.81,37.58,24.66,7.99,1.79,0.49,96883,2100,1281,819,61,39,3652,3496,255,1230,778,694,397,69,73,156,95.73,6.98,33.68,21.3,19,10.87,1.89,2,4.27
"06059032028","14000US06059032028","Census Tract 320.28","Census Tract 320.28, Orange County, California","ca","140","00","ACSSF","0006636",,,,,"06","059",,,,"032028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123,3123,2484,2,0,350,11,167,109,79.54,0.06,0,11.21,0.35,5.35,3.49,3123,2340,1924,2,0,321,11,6,76,783,560,0,0,29,0,161,33,74.93,61.61,0.06,0,10.28,0.35,0.19,2.43,25.07,17.93,0,0,0.93,0,5.16,1.06,2349,263,392,803,641,196,24,30,11.2,16.69,34.18,27.29,8.34,1.02,1.28,91694,1252,836,416,66.77,33.23,1887,1851,82,513,357,407,279,60,153,36,98.09,4.35,27.19,18.92,21.57,14.79,3.18,8.11,1.91
"06059032029","14000US06059032029","Census Tract 320.29","Census Tract 320.29, Orange County, California","ca","140","00","ACSSF","0006637",,,,,"06","059",,,,"032029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489,4489,3251,28,49,604,0,239,318,72.42,0.62,1.09,13.46,0,5.32,7.08,4489,3407,2571,28,17,578,0,0,213,1082,680,0,32,26,0,239,105,75.9,57.27,0.62,0.38,12.88,0,0,4.74,24.1,15.15,0,0.71,0.58,0,5.32,2.34,3082,211,374,1105,973,256,90,73,6.85,12.13,35.85,31.57,8.31,2.92,2.37,97266,1457,1135,322,77.9,22.1,2401,2131,224,539,381,460,388,81,58,270,88.75,9.33,22.45,15.87,19.16,16.16,3.37,2.42,11.25
"06059032030","14000US06059032030","Census Tract 320.30","Census Tract 320.30, Orange County, California","ca","140","00","ACSSF","0006638",,,,,"06","059",,,,"032030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888,3888,3185,15,0,425,0,94,169,81.92,0.39,0,10.93,0,2.42,4.35,3888,3029,2531,15,0,404,0,0,79,859,654,0,0,21,0,94,90,77.91,65.1,0.39,0,10.39,0,0,2.03,22.09,16.82,0,0,0.54,0,2.42,2.31,2890,274,557,984,758,215,36,66,9.48,19.27,34.05,26.23,7.44,1.25,2.28,110438,1269,1121,148,88.34,11.66,2064,1878,235,485,343,294,394,107,20,186,90.99,11.39,23.5,16.62,14.24,19.09,5.18,0.97,9.01
"06059032031","14000US06059032031","Census Tract 320.31","Census Tract 320.31, Orange County, California","ca","140","00","ACSSF","0006639",,,,,"06","059",,,,"032031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521,3521,2761,69,8,434,0,66,183,78.42,1.96,0.23,12.33,0,1.87,5.2,3521,2979,2425,57,0,434,0,0,63,542,336,12,8,0,0,66,120,84.61,68.87,1.62,0,12.33,0,0,1.79,15.39,9.54,0.34,0.23,0,0,1.87,3.41,2522,101,207,932,810,314,99,59,4,8.21,36.95,32.12,12.45,3.93,2.34,132946,1173,1003,170,85.51,14.49,1825,1632,179,388,261,302,325,85,92,193,89.42,9.81,21.26,14.3,16.55,17.81,4.66,5.04,10.58
"06059032032","14000US06059032032","Census Tract 320.32","Census Tract 320.32, Orange County, California","ca","140","00","ACSSF","0006640",,,,,"06","059",,,,"032032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3004,3004,2268,0,15,408,0,128,185,75.5,0,0.5,13.58,0,4.26,6.16,3004,2420,1857,0,0,399,0,0,164,584,411,0,15,9,0,128,21,80.56,61.82,0,0,13.28,0,0,5.46,19.44,13.68,0,0.5,0.3,0,4.26,0.7,2162,178,383,650,713,178,54,6,8.23,17.72,30.06,32.98,8.23,2.5,0.28,115841,983,892,91,90.74,9.26,1576,1453,156,355,396,370,89,69,18,123,92.2,9.9,22.53,25.13,23.48,5.65,4.38,1.14,7.8
"06059032033","14000US06059032033","Census Tract 320.33","Census Tract 320.33, Orange County, California","ca","140","00","ACSSF","0006641",,,,,"06","059",,,,"032033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3832,3832,2591,5,50,483,7,379,317,67.61,0.13,1.3,12.6,0.18,9.89,8.27,3832,2889,2235,5,26,483,7,0,133,943,356,0,24,0,0,379,184,75.39,58.32,0.13,0.68,12.6,0.18,0,3.47,24.61,9.29,0,0.63,0,0,9.89,4.8,2704,141,258,1213,763,281,16,32,5.21,9.54,44.86,28.22,10.39,0.59,1.18,91500,1400,667,733,47.64,52.36,2091,1963,259,449,366,440,304,110,35,128,93.88,12.39,21.47,17.5,21.04,14.54,5.26,1.67,6.12
"06059032034","14000US06059032034","Census Tract 320.34","Census Tract 320.34, Orange County, California","ca","140","00","ACSSF","0006642",,,,,"06","059",,,,"032034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5602,5602,4224,200,0,879,0,13,286,75.4,3.57,0,15.69,0,0.23,5.11,5602,4914,3622,191,0,879,0,0,222,688,602,9,0,0,0,13,64,87.72,64.66,3.41,0,15.69,0,0,3.96,12.28,10.75,0.16,0,0,0,0.23,1.14,3943,86,336,1135,1503,629,186,68,2.18,8.52,28.79,38.12,15.95,4.72,1.72,166848,1808,1737,71,96.07,3.93,2881,2568,148,504,707,593,371,165,80,313,89.14,5.14,17.49,24.54,20.58,12.88,5.73,2.78,10.86
"06059032035","14000US06059032035","Census Tract 320.35","Census Tract 320.35, Orange County, California","ca","140","00","ACSSF","0006643",,,,,"06","059",,,,"032035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468,2468,2042,17,6,279,0,43,81,82.74,0.69,0.24,11.3,0,1.74,3.28,2468,2143,1760,17,6,279,0,6,75,325,282,0,0,0,0,37,6,86.83,71.31,0.69,0.24,11.3,0,0.24,3.04,13.17,11.43,0,0,0,0,1.5,0.24,1884,53,205,550,595,294,112,75,2.81,10.88,29.19,31.58,15.61,5.94,3.98,105500,958,789,169,82.36,17.64,1115,972,75,250,220,193,144,68,22,143,87.17,6.73,22.42,19.73,17.31,12.91,6.1,1.97,12.83
"06059032036","14000US06059032036","Census Tract 320.36","Census Tract 320.36, Orange County, California","ca","140","00","ACSSF","0006644",,,,,"06","059",,,,"032036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821,3821,3249,49,12,373,13,56,69,85.03,1.28,0.31,9.76,0.34,1.47,1.81,3821,3169,2692,10,12,373,13,0,69,652,557,39,0,0,0,56,0,82.94,70.45,0.26,0.31,9.76,0.34,0,1.81,17.06,14.58,1.02,0,0,0,1.47,0,2695,163,365,918,897,241,75,36,6.05,13.54,34.06,33.28,8.94,2.78,1.34,110588,1294,1035,259,79.98,20.02,1630,1498,127,370,432,324,120,87,38,132,91.9,7.79,22.7,26.5,19.88,7.36,5.34,2.33,8.1
"06059032037","14000US06059032037","Census Tract 320.37","Census Tract 320.37, Orange County, California","ca","140","00","ACSSF","0006645",,,,,"06","059",,,,"032037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123,5123,4341,128,0,558,0,61,35,84.74,2.5,0,10.89,0,1.19,0.68,5123,4763,4042,128,0,558,0,0,35,360,299,0,0,0,0,61,0,92.97,78.9,2.5,0,10.89,0,0,0.68,7.03,5.84,0,0,0,0,1.19,0,4597,189,727,1267,1656,504,201,53,4.11,15.81,27.56,36.02,10.96,4.37,1.15,69718,2484,2231,253,89.81,10.19,1849,1694,145,323,521,335,272,57,41,155,91.62,7.84,17.47,28.18,18.12,14.71,3.08,2.22,8.38
"06059032038","14000US06059032038","Census Tract 320.38","Census Tract 320.38, Orange County, California","ca","140","00","ACSSF","0006646",,,,,"06","059",,,,"032038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6239,6239,4834,0,13,877,0,136,379,77.48,0,0.21,14.06,0,2.18,6.07,6239,5483,4288,0,0,877,0,0,318,756,546,0,13,0,0,136,61,87.88,68.73,0,0,14.06,0,0,5.1,12.12,8.75,0,0.21,0,0,2.18,0.98,4448,126,410,1265,1729,782,85,51,2.83,9.22,28.44,38.87,17.58,1.91,1.15,138075,2079,1964,115,94.47,5.53,3359,2913,192,847,776,449,363,196,90,446,86.72,5.72,25.22,23.1,13.37,10.81,5.84,2.68,13.28
"06059032039","14000US06059032039","Census Tract 320.39","Census Tract 320.39, Orange County, California","ca","140","00","ACSSF","0006647",,,,,"06","059",,,,"032039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6727,6727,5263,0,0,762,0,347,355,78.24,0,0,11.33,0,5.16,5.28,6727,5400,4311,0,0,762,0,0,327,1327,952,0,0,0,0,347,28,80.27,64.09,0,0,11.33,0,0,4.86,19.73,14.15,0,0,0,0,5.16,0.42,4605,329,572,1352,1670,533,55,94,7.14,12.42,29.36,36.26,11.57,1.19,2.04,135632,2118,1522,596,71.86,28.14,3347,2962,162,794,1043,414,299,212,38,385,88.5,4.84,23.72,31.16,12.37,8.93,6.33,1.14,11.5
"06059032040","14000US06059032040","Census Tract 320.40","Census Tract 320.40, Orange County, California","ca","140","00","ACSSF","0006648",,,,,"06","059",,,,"032040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644,2644,2211,13,0,205,0,49,166,83.62,0.49,0,7.75,0,1.85,6.28,2644,2387,2017,13,0,205,0,5,147,257,194,0,0,0,0,44,19,90.28,76.29,0.49,0,7.75,0,0.19,5.56,9.72,7.34,0,0,0,0,1.66,0.72,1954,53,197,556,728,287,94,39,2.71,10.08,28.45,37.26,14.69,4.81,2,135882,892,804,88,90.13,9.87,1243,1123,74,351,274,210,90,54,70,120,90.35,5.95,28.24,22.04,16.89,7.24,4.34,5.63,9.65
"06059032041","14000US06059032041","Census Tract 320.41","Census Tract 320.41, Orange County, California","ca","140","00","ACSSF","0006649",,,,,"06","059",,,,"032041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1042,811,2,3,87,0,78,61,77.83,0.19,0.29,8.35,0,7.49,5.85,1042,871,722,2,3,87,0,0,57,171,89,0,0,0,0,78,4,83.59,69.29,0.19,0.29,8.35,0,0,5.47,16.41,8.54,0,0,0,0,7.49,0.38,731,49,104,189,232,131,13,13,6.7,14.23,25.85,31.74,17.92,1.78,1.78,109712,377,288,89,76.39,23.61,589,489,65,72,60,91,123,33,45,100,83.02,11.04,12.22,10.19,15.45,20.88,5.6,7.64,16.98
"06059032042","14000US06059032042","Census Tract 320.42","Census Tract 320.42, Orange County, California","ca","140","00","ACSSF","0006650",,,,,"06","059",,,,"032042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5582,5582,4872,104,0,289,0,11,306,87.28,1.86,0,5.18,0,0.2,5.48,5582,4789,4132,104,0,289,0,0,264,793,740,0,0,0,0,11,42,85.79,74.02,1.86,0,5.18,0,0,4.73,14.21,13.26,0,0,0,0,0.2,0.75,3677,129,337,1119,1405,487,190,10,3.51,9.17,30.43,38.21,13.24,5.17,0.27,147868,1811,1546,265,85.37,14.63,2992,2784,202,472,626,836,468,109,71,208,93.05,6.75,15.78,20.92,27.94,15.64,3.64,2.37,6.95
"06059032043","14000US06059032043","Census Tract 320.43","Census Tract 320.43, Orange County, California","ca","140","00","ACSSF","0006651",,,,,"06","059",,,,"032043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652,3652,3108,62,0,282,0,12,188,85.1,1.7,0,7.72,0,0.33,5.15,3652,3244,2783,62,0,228,0,0,171,408,325,0,0,54,0,12,17,88.83,76.2,1.7,0,6.24,0,0,4.68,11.17,8.9,0,0,1.48,0,0.33,0.47,2535,33,175,711,854,464,225,73,1.3,6.9,28.05,33.69,18.3,8.88,2.88,200455,1230,1164,66,94.63,5.37,1830,1583,121,244,310,385,318,179,26,247,86.5,6.61,13.33,16.94,21.04,17.38,9.78,1.42,13.5
"06059032044","14000US06059032044","Census Tract 320.44","Census Tract 320.44, Orange County, California","ca","140","00","ACSSF","0006652",,,,,"06","059",,,,"032044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862,5862,4726,104,13,568,45,143,263,80.62,1.77,0.22,9.69,0.77,2.44,4.49,5862,5300,4332,91,13,568,45,0,251,562,394,13,0,0,0,143,12,90.41,73.9,1.55,0.22,9.69,0.77,0,4.28,9.59,6.72,0.22,0,0,0,2.44,0.2,4229,121,415,1132,1395,727,343,96,2.86,9.81,26.77,32.99,17.19,8.11,2.27,183816,1996,1785,211,89.43,10.57,2873,2546,99,537,621,616,492,68,113,327,88.62,3.45,18.69,21.62,21.44,17.12,2.37,3.93,11.38
"06059032045","14000US06059032045","Census Tract 320.45","Census Tract 320.45, Orange County, California","ca","140","00","ACSSF","0006653",,,,,"06","059",,,,"032045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274,3274,2871,15,4,209,0,20,155,87.69,0.46,0.12,6.38,0,0.61,4.73,3274,2856,2504,15,0,209,0,0,128,418,367,0,4,0,0,20,27,87.23,76.48,0.46,0,6.38,0,0,3.91,12.77,11.21,0,0.12,0,0,0.61,0.82,1970,34,229,594,672,326,103,12,1.73,11.62,30.15,34.11,16.55,5.23,0.61,146607,991,867,124,87.49,12.51,1760,1574,66,424,372,359,249,82,22,186,89.43,3.75,24.09,21.14,20.4,14.15,4.66,1.25,10.57
"06059032046","14000US06059032046","Census Tract 320.46","Census Tract 320.46, Orange County, California","ca","140","00","ACSSF","0006654",,,,,"06","059",,,,"032046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795,5795,5196,15,0,472,0,30,82,89.66,0.26,0,8.14,0,0.52,1.42,5795,5314,4739,15,0,464,0,22,74,481,457,0,0,8,0,8,8,91.7,81.78,0.26,0,8.01,0,0.38,1.28,8.3,7.89,0,0,0.14,0,0.14,0.14,4019,38,300,899,1806,686,214,76,0.95,7.46,22.37,44.94,17.07,5.32,1.89,210300,1876,1682,194,89.66,10.34,2739,2263,56,448,439,468,586,181,85,476,82.62,2.04,16.36,16.03,17.09,21.39,6.61,3.1,17.38
"06059032047","14000US06059032047","Census Tract 320.47","Census Tract 320.47, Orange County, California","ca","140","00","ACSSF","0006655",,,,,"06","059",,,,"032047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519,4519,3575,82,8,441,0,171,242,79.11,1.81,0.18,9.76,0,3.78,5.36,4519,3466,2919,72,8,360,0,0,107,1053,656,10,0,81,0,171,135,76.7,64.59,1.59,0.18,7.97,0,0,2.37,23.3,14.52,0.22,0,1.79,0,3.78,2.99,3559,155,692,1334,945,311,69,53,4.36,19.44,37.48,26.55,8.74,1.94,1.49,84646,2004,1018,986,50.8,49.2,3028,2923,111,897,708,566,317,201,123,105,96.53,3.67,29.62,23.38,18.69,10.47,6.64,4.06,3.47
"06059032048","14000US06059032048","Census Tract 320.48","Census Tract 320.48, Orange County, California","ca","140","00","ACSSF","0006656",,,,,"06","059",,,,"032048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512,5512,4426,339,0,409,0,105,233,80.3,6.15,0,7.42,0,1.9,4.23,5512,4587,3644,318,0,409,0,0,216,925,782,21,0,0,0,105,17,83.22,66.11,5.77,0,7.42,0,0,3.92,16.78,14.19,0.38,0,0,0,1.9,0.31,4059,206,405,1338,1178,631,215,86,5.08,9.98,32.96,29.02,15.55,5.3,2.12,120000,2244,2008,236,89.48,10.52,2903,2597,263,480,581,595,414,226,38,306,89.46,9.06,16.53,20.01,20.5,14.26,7.79,1.31,10.54
"06059032049","14000US06059032049","Census Tract 320.49","Census Tract 320.49, Orange County, California","ca","140","00","ACSSF","0006657",,,,,"06","059",,,,"032049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9392,9392,6831,85,52,1801,0,104,519,72.73,0.91,0.55,19.18,0,1.11,5.53,9392,8012,5688,85,12,1801,0,0,426,1380,1143,0,40,0,0,104,93,85.31,60.56,0.91,0.13,19.18,0,0,4.54,14.69,12.17,0,0.43,0,0,1.11,0.99,6147,251,689,1901,2231,669,339,67,4.08,11.21,30.93,36.29,10.88,5.51,1.09,147699,3040,2406,634,79.14,20.86,5295,4797,349,1044,1206,743,1090,280,85,498,90.59,6.59,19.72,22.78,14.03,20.59,5.29,1.61,9.41
"06059032050","14000US06059032050","Census Tract 320.50","Census Tract 320.50, Orange County, California","ca","140","00","ACSSF","0006658",,,,,"06","059",,,,"032050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,5119,3984,86,22,385,0,92,550,77.83,1.68,0.43,7.52,0,1.8,10.74,5119,4213,3279,86,0,345,0,28,475,906,705,0,22,40,0,64,75,82.3,64.06,1.68,0,6.74,0,0.55,9.28,17.7,13.77,0,0.43,0.78,0,1.25,1.47,3369,52,467,1230,1053,453,70,44,1.54,13.86,36.51,31.26,13.45,2.08,1.31,130000,1742,1422,320,81.63,18.37,2819,2678,378,378,565,707,469,134,47,141,95,13.41,13.41,20.04,25.08,16.64,4.75,1.67,5
"06059032051","14000US06059032051","Census Tract 320.51","Census Tract 320.51, Orange County, California","ca","140","00","ACSSF","0006659",,,,,"06","059",,,,"032051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4583,4583,2999,88,0,584,32,656,224,65.44,1.92,0,12.74,0.7,14.31,4.89,4583,3130,2314,88,0,559,32,12,125,1453,685,0,0,25,0,644,99,68.3,50.49,1.92,0,12.2,0.7,0.26,2.73,31.7,14.95,0,0,0.55,0,14.05,2.16,3267,169,872,943,974,247,18,44,5.17,26.69,28.86,29.81,7.56,0.55,1.35,66178,1940,926,1014,47.73,52.27,2604,2407,349,543,487,618,300,92,18,197,92.43,13.4,20.85,18.7,23.73,11.52,3.53,0.69,7.57
"06059032053","14000US06059032053","Census Tract 320.53","Census Tract 320.53, Orange County, California","ca","140","00","ACSSF","0006660",,,,,"06","059",,,,"032053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8396,8396,6460,334,42,1110,0,93,357,76.94,3.98,0.5,13.22,0,1.11,4.25,8396,7154,5497,334,0,1092,0,0,231,1242,963,0,42,18,0,93,126,85.21,65.47,3.98,0,13.01,0,0,2.75,14.79,11.47,0,0.5,0.21,0,1.11,1.5,5724,211,477,1941,1979,940,118,58,3.69,8.33,33.91,34.57,16.42,2.06,1.01,120103,3127,2321,806,74.22,25.78,4570,4314,121,792,971,873,850,484,223,256,94.4,2.65,17.33,21.25,19.1,18.6,10.59,4.88,5.6
"06059032054","14000US06059032054","Census Tract 320.54","Census Tract 320.54, Orange County, California","ca","140","00","ACSSF","0006661",,,,,"06","059",,,,"032054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,5444,4369,114,22,460,0,260,219,80.25,2.09,0.4,8.45,0,4.78,4.02,5444,4191,3445,114,0,460,0,41,131,1253,924,0,22,0,0,219,88,76.98,63.28,2.09,0,8.45,0,0.75,2.41,23.02,16.97,0,0.4,0,0,4.02,1.62,3471,235,655,817,1259,433,55,17,6.77,18.87,23.54,36.27,12.47,1.58,0.49,83125,2260,784,1476,34.69,65.31,2699,2612,410,610,492,591,242,192,75,87,96.78,15.19,22.6,18.23,21.9,8.97,7.11,2.78,3.22
"06059032055","14000US06059032055","Census Tract 320.55","Census Tract 320.55, Orange County, California","ca","140","00","ACSSF","0006662",,,,,"06","059",,,,"032055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3857,3857,3146,50,26,211,10,253,161,81.57,1.3,0.67,5.47,0.26,6.56,4.17,3857,2445,2124,16,0,183,10,24,88,1412,1022,34,26,28,0,229,73,63.39,55.07,0.41,0,4.74,0.26,0.62,2.28,36.61,26.5,0.88,0.67,0.73,0,5.94,1.89,2500,272,462,900,591,204,60,11,10.88,18.48,36,23.64,8.16,2.4,0.44,73510,1410,709,701,50.28,49.72,2203,1948,245,449,448,501,205,47,53,255,88.42,11.12,20.38,20.34,22.74,9.31,2.13,2.41,11.58
"06059032056","14000US06059032056","Census Tract 320.56","Census Tract 320.56, Orange County, California","ca","140","00","ACSSF","0006663",,,,,"06","059",,,,"032056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7847,7847,5912,71,24,1061,0,132,647,75.34,0.9,0.31,13.52,0,1.68,8.25,7847,6454,4798,71,0,1061,0,0,524,1393,1114,0,24,0,0,132,123,82.25,61.14,0.9,0,13.52,0,0,6.68,17.75,14.2,0,0.31,0,0,1.68,1.57,4620,210,552,1382,1651,543,243,39,4.55,11.95,29.91,35.74,11.75,5.26,0.84,138289,2370,1794,576,75.7,24.3,3859,3542,246,718,772,686,745,245,130,317,91.79,6.37,18.61,20.01,17.78,19.31,6.35,3.37,8.21
"06059032057","14000US06059032057","Census Tract 320.57","Census Tract 320.57, Orange County, California","ca","140","00","ACSSF","0006664",,,,,"06","059",,,,"032057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8702,8702,6659,0,0,708,135,139,1061,76.52,0,0,8.14,1.55,1.6,12.19,8702,7454,5739,0,0,686,135,0,894,1248,920,0,0,22,0,139,167,85.66,65.95,0,0,7.88,1.55,0,10.27,14.34,10.57,0,0,0.25,0,1.6,1.92,5049,145,235,1157,2389,877,185,61,2.87,4.65,22.92,47.32,17.37,3.66,1.21,170754,2757,1815,942,65.83,34.17,3949,3328,416,498,1071,764,325,133,121,621,84.27,10.53,12.61,27.12,19.35,8.23,3.37,3.06,15.73
"06059032058","14000US06059032058","Census Tract 320.58","Census Tract 320.58, Orange County, California","ca","140","00","ACSSF","0006665",,,,,"06","059",,,,"032058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10784,10784,8567,416,0,1083,21,119,578,79.44,3.86,0,10.04,0.19,1.1,5.36,10784,9267,7303,416,0,1051,0,17,480,1517,1264,0,0,32,21,102,98,85.93,67.72,3.86,0,9.75,0,0.16,4.45,14.07,11.72,0,0,0.3,0.19,0.95,0.91,6476,135,383,1410,2887,1116,354,191,2.08,5.91,21.77,44.58,17.23,5.47,2.95,169706,3248,2761,487,85.01,14.99,4769,4064,117,627,1133,940,845,215,187,705,85.22,2.45,13.15,23.76,19.71,17.72,4.51,3.92,14.78
"06059032059","14000US06059032059","Census Tract 320.59","Census Tract 320.59, Orange County, California","ca","140","00","ACSSF","0006666",,,,,"06","059",,,,"032059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10494,10494,8165,202,0,1591,36,240,260,77.81,1.92,0,15.16,0.34,2.29,2.48,10494,8743,6758,193,0,1547,36,0,209,1751,1407,9,0,44,0,240,51,83.31,64.4,1.84,0,14.74,0.34,0,1.99,16.69,13.41,0.09,0,0.42,0,2.29,0.49,5882,276,458,1438,2510,953,171,76,4.69,7.79,24.45,42.67,16.2,2.91,1.29,156146,3061,2281,780,74.52,25.48,4955,4676,235,747,1326,978,691,549,150,279,94.37,4.74,15.08,26.76,19.74,13.95,11.08,3.03,5.63
