Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010,PCT_SE_A09001_002,PCT_SE_A09001_003,PCT_SE_A09001_004,PCT_SE_A09001_005,PCT_SE_A09001_006,PCT_SE_A09001_007,PCT_SE_A09001_008,PCT_SE_A09001_009,PCT_SE_A09001_010
"06037209200","14000US06037209200","Census Tract 2092","Census Tract 2092, Los Angeles County, California","ca","140","00","ACSSF","0004436",,,,,"06","037",,,,"209200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356,4356,1459,335,0,1190,79,1074,219,33.49,7.69,0,27.32,1.81,24.66,5.03,4356,2820,1029,317,0,1176,79,0,219,1536,430,18,0,14,0,1074,0,64.74,23.62,7.28,0,27,1.81,0,5.03,35.26,9.87,0.41,0,0.32,0,24.66,0,3021,457,404,579,887,482,125,87,15.13,13.37,19.17,29.36,15.95,4.14,2.88,46393,2051,135,1916,6.58,93.42,2296,2102,185,750,428,352,218,169,0,194,91.55,8.06,32.67,18.64,15.33,9.49,7.36,0,8.45
"06037209300","14000US06037209300","Census Tract 2093","Census Tract 2093, Los Angeles County, California","ca","140","00","ACSSF","0004437",,,,,"06","037",,,,"209300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4684,4684,1797,273,40,578,0,1841,155,38.36,5.83,0.85,12.34,0,39.3,3.31,4684,1357,447,262,9,561,0,0,78,3327,1350,11,31,17,0,1841,77,28.97,9.54,5.59,0.19,11.98,0,0,1.67,71.03,28.82,0.23,0.66,0.36,0,39.3,1.64,2918,1244,424,587,517,93,18,35,42.63,14.53,20.12,17.72,3.19,0.62,1.2,27972,1939,36,1903,1.86,98.14,2527,2454,167,795,300,415,375,257,145,73,97.11,6.61,31.46,11.87,16.42,14.84,10.17,5.74,2.89
"06037209401","14000US06037209401","Census Tract 2094.01","Census Tract 2094.01, Los Angeles County, California","ca","140","00","ACSSF","0004438",,,,,"06","037",,,,"209401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428,4428,1798,394,124,519,6,1466,121,40.61,8.9,2.8,11.72,0.14,33.11,2.73,4428,1239,313,326,0,509,6,0,85,3189,1485,68,124,10,0,1466,36,27.98,7.07,7.36,0,11.5,0.14,0,1.92,72.02,33.54,1.54,2.8,0.23,0,33.11,0.81,2754,1173,757,483,266,75,0,0,42.59,27.49,17.54,9.66,2.72,0,0,24854,1531,9,1522,0.59,99.41,1841,1805,36,289,216,619,374,232,39,36,98.04,1.96,15.7,11.73,33.62,20.32,12.6,2.12,1.96
"06037209402","14000US06037209402","Census Tract 2094.02","Census Tract 2094.02, Los Angeles County, California","ca","140","00","ACSSF","0004439",,,,,"06","037",,,,"209402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945,3945,1467,125,76,53,0,2224,0,37.19,3.17,1.93,1.34,0,56.38,0,3945,335,262,29,0,44,0,0,0,3610,1205,96,76,9,0,2224,0,8.49,6.64,0.74,0,1.12,0,0,0,91.51,30.54,2.43,1.93,0.23,0,56.38,0,2466,1815,332,152,125,8,17,17,73.6,13.46,6.16,5.07,0.32,0.69,0.69,31037,1196,25,1171,2.09,97.91,2282,2213,15,329,104,647,399,533,186,69,96.98,0.66,14.42,4.56,28.35,17.48,23.36,8.15,3.02
"06037209403","14000US06037209403","Census Tract 2094.03","Census Tract 2094.03, Los Angeles County, California","ca","140","00","ACSSF","0004440",,,,,"06","037",,,,"209403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844,3844,1629,203,91,749,4,1168,0,42.38,5.28,2.37,19.48,0.1,30.39,0,3844,1184,228,203,0,749,4,0,0,2660,1401,0,91,0,0,1168,0,30.8,5.93,5.28,0,19.48,0.1,0,0,69.2,36.45,0,2.37,0,0,30.39,0,2713,1499,413,431,273,75,15,7,55.25,15.22,15.89,10.06,2.76,0.55,0.26,22922,1357,0,1357,0,100,1743,1717,84,329,202,443,285,170,204,26,98.51,4.82,18.88,11.59,25.42,16.35,9.75,11.7,1.49
"06037209510","14000US06037209510","Census Tract 2095.10","Census Tract 2095.10, Los Angeles County, California","ca","140","00","ACSSF","0004441",,,,,"06","037",,,,"209510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3004,3004,990,90,53,748,0,957,166,32.96,3,1.76,24.9,0,31.86,5.53,3004,976,97,84,6,697,0,78,14,2028,893,6,47,51,0,879,152,32.49,3.23,2.8,0.2,23.2,0,2.6,0.47,67.51,29.73,0.2,1.56,1.7,0,29.26,5.06,2012,941,417,318,285,40,11,0,46.77,20.73,15.81,14.17,1.99,0.55,0,27740,1021,32,989,3.13,96.87,1410,1310,21,280,234,260,228,221,66,100,92.91,1.49,19.86,16.6,18.44,16.17,15.67,4.68,7.09
"06037209520","14000US06037209520","Census Tract 2095.20","Census Tract 2095.20, Los Angeles County, California","ca","140","00","ACSSF","0004442",,,,,"06","037",,,,"209520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,2821,1162,56,11,246,0,1322,24,41.19,1.99,0.39,8.72,0,46.86,0.85,2821,361,59,56,0,246,0,0,0,2460,1103,0,11,0,0,1322,24,12.8,2.09,1.99,0,8.72,0,0,0,87.2,39.1,0,0.39,0,0,46.86,0.85,1710,923,370,226,134,48,9,0,53.98,21.64,13.22,7.84,2.81,0.53,0,30760,951,15,936,1.58,98.42,1403,1388,72,252,204,407,258,102,93,15,98.93,5.13,17.96,14.54,29.01,18.39,7.27,6.63,1.07
"06037209810","14000US06037209810","Census Tract 2098.10","Census Tract 2098.10, Los Angeles County, California","ca","140","00","ACSSF","0004443",,,,,"06","037",,,,"209810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2668,2668,1025,137,0,348,0,1061,97,38.42,5.13,0,13.04,0,39.77,3.64,2668,851,276,137,0,329,0,31,78,1817,749,0,0,19,0,1030,19,31.9,10.34,5.13,0,12.33,0,1.16,2.92,68.1,28.07,0,0,0.71,0,38.61,0.71,1931,876,438,256,301,51,3,6,45.37,22.68,13.26,15.59,2.64,0.16,0.31,27399,729,27,702,3.7,96.3,1122,1037,108,167,73,280,213,135,61,85,92.42,9.63,14.88,6.51,24.96,18.98,12.03,5.44,7.58
"06037209820","14000US06037209820","Census Tract 2098.20","Census Tract 2098.20, Los Angeles County, California","ca","140","00","ACSSF","0004444",,,,,"06","037",,,,"209820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262,3262,1341,44,107,261,13,1484,12,41.11,1.35,3.28,8,0.4,45.49,0.37,3262,387,59,44,0,250,13,14,7,2875,1282,0,107,11,0,1470,5,11.86,1.81,1.35,0,7.66,0.4,0.43,0.21,88.14,39.3,0,3.28,0.34,0,45.06,0.15,1843,989,383,248,206,5,0,12,53.66,20.78,13.46,11.18,0.27,0,0.65,26392,831,103,728,12.39,87.61,1363,1293,68,148,138,352,240,246,101,70,94.86,4.99,10.86,10.12,25.83,17.61,18.05,7.41,5.14
"06037210010","14000US06037210010","Census Tract 2100.10","Census Tract 2100.10, Los Angeles County, California","ca","140","00","ACSSF","0004445",,,,,"06","037",,,,"210010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712,3712,536,80,24,470,10,2493,99,14.44,2.16,0.65,12.66,0.27,67.16,2.67,3712,569,57,51,0,461,0,0,0,3143,479,29,24,9,10,2493,99,15.33,1.54,1.37,0,12.42,0,0,0,84.67,12.9,0.78,0.65,0.24,0.27,67.16,2.67,2513,1172,460,565,235,38,33,10,46.64,18.3,22.48,9.35,1.51,1.31,0.4,28359,1243,127,1116,10.22,89.78,1952,1873,105,289,440,373,330,177,159,79,95.95,5.38,14.81,22.54,19.11,16.91,9.07,8.15,4.05
"06037211000","14000US06037211000","Census Tract 2110","Census Tract 2110, Los Angeles County, California","ca","140","00","ACSSF","0004446",,,,,"06","037",,,,"211000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5055,5055,3242,112,2,928,0,313,458,64.13,2.22,0.04,18.36,0,6.19,9.06,5055,4638,3090,101,2,928,0,87,430,417,152,11,0,0,0,226,28,91.75,61.13,2,0.04,18.36,0,1.72,8.51,8.25,3.01,0.22,0,0,0,4.47,0.55,3702,93,298,623,1674,655,301,58,2.51,8.05,16.83,45.22,17.69,8.13,1.57,133485,1872,1255,617,67.04,32.96,2703,2444,137,693,599,603,273,127,12,259,90.42,5.07,25.64,22.16,22.31,10.1,4.7,0.44,9.58
"06037211120","14000US06037211120","Census Tract 2111.20","Census Tract 2111.20, Los Angeles County, California","ca","140","00","ACSSF","0004447",,,,,"06","037",,,,"211120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5738,5738,724,268,169,3299,142,1114,22,12.62,4.67,2.95,57.49,2.47,19.41,0.38,5738,3926,202,268,8,3284,142,0,22,1812,522,0,161,15,0,1114,0,68.42,3.52,4.67,0.14,57.23,2.47,0,0.38,31.58,9.1,0,2.81,0.26,0,19.41,0,4386,881,895,946,1393,86,98,87,20.09,20.41,21.57,31.76,1.96,2.23,1.98,46231,2461,177,2284,7.19,92.81,3073,3011,144,805,496,678,437,299,152,62,97.98,4.69,26.2,16.14,22.06,14.22,9.73,4.95,2.02
"06037211121","14000US06037211121","Census Tract 2111.21","Census Tract 2111.21, Los Angeles County, California","ca","140","00","ACSSF","0004448",,,,,"06","037",,,,"211121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,2186,710,148,0,755,31,440,102,32.48,6.77,0,34.54,1.42,20.13,4.67,2186,1299,308,148,0,733,31,0,79,887,402,0,0,22,0,440,23,59.42,14.09,6.77,0,33.53,1.42,0,3.61,40.58,18.39,0,0,1.01,0,20.13,1.05,1607,209,438,341,456,120,23,20,13.01,27.26,21.22,28.38,7.47,1.43,1.24,53750,820,34,786,4.15,95.85,1171,1104,63,218,187,353,190,81,12,67,94.28,5.38,18.62,15.97,30.15,16.23,6.92,1.02,5.72
"06037211122","14000US06037211122","Census Tract 2111.22","Census Tract 2111.22, Los Angeles County, California","ca","140","00","ACSSF","0004449",,,,,"06","037",,,,"211122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224,3224,1126,193,16,1047,0,721,121,34.93,5.99,0.5,32.48,0,22.36,3.75,3224,1935,655,193,4,1047,0,0,36,1289,471,0,12,0,0,721,85,60.02,20.32,5.99,0.12,32.48,0,0,1.12,39.98,14.61,0,0.37,0,0,22.36,2.64,2419,575,435,421,793,163,32,0,23.77,17.98,17.4,32.78,6.74,1.32,0,47278,1234,28,1206,2.27,97.73,1742,1636,24,227,292,622,241,186,44,106,93.92,1.38,13.03,16.76,35.71,13.83,10.68,2.53,6.08
"06037211201","14000US06037211201","Census Tract 2112.01","Census Tract 2112.01, Los Angeles County, California","ca","140","00","ACSSF","0004450",,,,,"06","037",,,,"211201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,2547,1006,109,8,358,55,980,31,39.5,4.28,0.31,14.06,2.16,38.48,1.22,2547,752,184,109,0,358,55,19,27,1795,822,0,8,0,0,961,4,29.52,7.22,4.28,0,14.06,2.16,0.75,1.06,70.48,32.27,0,0.31,0,0,37.73,0.16,1784,656,505,283,257,58,25,0,36.77,28.31,15.86,14.41,3.25,1.4,0,42383,862,55,807,6.38,93.62,1486,1475,42,246,168,645,244,82,48,11,99.26,2.83,16.55,11.31,43.41,16.42,5.52,3.23,0.74
"06037211202","14000US06037211202","Census Tract 2112.02","Census Tract 2112.02, Los Angeles County, California","ca","140","00","ACSSF","0004451",,,,,"06","037",,,,"211202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2450,1077,78,0,549,0,650,96,43.96,3.18,0,22.41,0,26.53,3.92,2450,788,208,78,0,484,0,0,18,1662,869,0,0,65,0,650,78,32.16,8.49,3.18,0,19.76,0,0,0.73,67.84,35.47,0,0,2.65,0,26.53,3.18,1718,581,264,431,303,92,35,12,33.82,15.37,25.09,17.64,5.36,2.04,0.7,40378,895,48,847,5.36,94.64,1365,1287,14,203,258,444,241,97,30,78,94.29,1.03,14.87,18.9,32.53,17.66,7.11,2.2,5.71
"06037211310","14000US06037211310","Census Tract 2113.10","Census Tract 2113.10, Los Angeles County, California","ca","140","00","ACSSF","0004452",,,,,"06","037",,,,"211310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3946,3946,1457,123,0,471,24,1810,61,36.92,3.12,0,11.94,0.61,45.87,1.55,3946,820,198,123,0,460,24,0,15,3126,1259,0,0,11,0,1810,46,20.78,5.02,3.12,0,11.66,0.61,0,0.38,79.22,31.91,0,0,0.28,0,45.87,1.17,2545,1160,543,260,483,73,26,0,45.58,21.34,10.22,18.98,2.87,1.02,0,40605,1189,40,1149,3.36,96.64,2084,1958,16,182,344,680,396,221,119,126,93.95,0.77,8.73,16.51,32.63,19,10.6,5.71,6.05
"06037211320","14000US06037211320","Census Tract 2113.20","Census Tract 2113.20, Los Angeles County, California","ca","140","00","ACSSF","0004453",,,,,"06","037",,,,"211320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,3195,1202,287,0,682,0,1008,16,37.62,8.98,0,21.35,0,31.55,0.5,3195,1256,352,236,0,668,0,0,0,1939,850,51,0,14,0,1008,16,39.31,11.02,7.39,0,20.91,0,0,0,60.69,26.6,1.6,0,0.44,0,31.55,0.5,2147,690,530,352,393,118,56,8,32.14,24.69,16.39,18.3,5.5,2.61,0.37,30370,1224,36,1188,2.94,97.06,1583,1430,9,302,143,351,222,325,78,153,90.33,0.57,19.08,9.03,22.17,14.02,20.53,4.93,9.67
"06037211410","14000US06037211410","Census Tract 2114.10","Census Tract 2114.10, Los Angeles County, California","ca","140","00","ACSSF","0004454",,,,,"06","037",,,,"211410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805,2805,796,41,23,1436,0,445,64,28.38,1.46,0.82,51.19,0,15.86,2.28,2805,1887,289,41,23,1420,0,50,64,918,507,0,0,16,0,395,0,67.27,10.3,1.46,0.82,50.62,0,1.78,2.28,32.73,18.07,0,0,0.57,0,14.08,0,2136,498,402,410,696,104,13,13,23.31,18.82,19.19,32.58,4.87,0.61,0.61,39605,1150,51,1099,4.43,95.57,1523,1428,76,290,279,557,163,49,14,95,93.76,4.99,19.04,18.32,36.57,10.7,3.22,0.92,6.24
"06037211420","14000US06037211420","Census Tract 2114.20","Census Tract 2114.20, Los Angeles County, California","ca","140","00","ACSSF","0004455",,,,,"06","037",,,,"211420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,3452,1197,313,0,1173,0,687,82,34.68,9.07,0,33.98,0,19.9,2.38,3452,1979,473,291,0,1166,0,0,49,1473,724,22,0,7,0,687,33,57.33,13.7,8.43,0,33.78,0,0,1.42,42.67,20.97,0.64,0,0.2,0,19.9,0.96,2581,595,626,527,684,118,10,21,23.05,24.25,20.42,26.5,4.57,0.39,0.81,43472,1320,244,1076,18.48,81.52,2049,1951,32,366,391,592,229,253,88,98,95.22,1.56,17.86,19.08,28.89,11.18,12.35,4.29,4.78
"06037211500","14000US06037211500","Census Tract 2115","Census Tract 2115, Los Angeles County, California","ca","140","00","ACSSF","0004456",,,,,"06","037",,,,"211500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4049,4049,1508,140,0,1614,0,551,236,37.24,3.46,0,39.86,0,13.61,5.83,4049,3060,1140,140,0,1614,0,0,166,989,368,0,0,0,0,551,70,75.57,28.16,3.46,0,39.86,0,0,4.1,24.43,9.09,0,0,0,0,13.61,1.73,3074,540,536,499,910,324,237,28,17.57,17.44,16.23,29.6,10.54,7.71,0.91,58309,1637,530,1107,32.38,67.62,2207,1939,83,311,469,553,345,170,8,268,87.86,3.76,14.09,21.25,25.06,15.63,7.7,0.36,12.14
"06037211701","14000US06037211701","Census Tract 2117.01","Census Tract 2117.01, Los Angeles County, California","ca","140","00","ACSSF","0004457",,,,,"06","037",,,,"211701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744,2744,782,186,0,1620,0,62,94,28.5,6.78,0,59.04,0,2.26,3.43,2744,2642,772,157,0,1620,0,0,93,102,10,29,0,0,0,62,1,96.28,28.13,5.72,0,59.04,0,0,3.39,3.72,0.36,1.06,0,0,0,2.26,0.04,2009,123,450,392,711,186,96,51,6.12,22.4,19.51,35.39,9.26,4.78,2.54,61897,1108,229,879,20.67,79.33,1440,1276,11,268,310,377,283,8,19,164,88.61,0.76,18.61,21.53,26.18,19.65,0.56,1.32,11.39
"06037211703","14000US06037211703","Census Tract 2117.03","Census Tract 2117.03, Los Angeles County, California","ca","140","00","ACSSF","0004458",,,,,"06","037",,,,"211703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490,4490,1631,325,0,1625,0,808,101,36.33,7.24,0,36.19,0,18,2.25,4490,2624,606,314,0,1599,0,12,93,1866,1025,11,0,26,0,796,8,58.44,13.5,6.99,0,35.61,0,0.27,2.07,41.56,22.83,0.24,0,0.58,0,17.73,0.18,3450,711,946,460,982,291,26,34,20.61,27.42,13.33,28.46,8.43,0.75,0.99,50498,2052,191,1861,9.31,90.69,2854,2786,111,230,777,1082,257,304,25,68,97.62,3.89,8.06,27.22,37.91,9,10.65,0.88,2.38
"06037211704","14000US06037211704","Census Tract 2117.04","Census Tract 2117.04, Los Angeles County, California","ca","140","00","ACSSF","0004459",,,,,"06","037",,,,"211704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943,2943,705,305,0,1485,0,323,125,23.96,10.36,0,50.46,0,10.98,4.25,2943,2353,454,289,0,1485,0,0,125,590,251,16,0,0,0,323,0,79.95,15.43,9.82,0,50.46,0,0,4.25,20.05,8.53,0.54,0,0,0,10.98,0,2362,252,549,531,726,219,39,46,10.67,23.24,22.48,30.74,9.27,1.65,1.95,37172,1576,177,1399,11.23,88.77,1766,1669,37,443,229,563,210,133,54,97,94.51,2.1,25.08,12.97,31.88,11.89,7.53,3.06,5.49
"06037211802","14000US06037211802","Census Tract 2118.02","Census Tract 2118.02, Los Angeles County, California","ca","140","00","ACSSF","0004460",,,,,"06","037",,,,"211802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4463,4463,1006,257,25,1907,282,922,64,22.54,5.76,0.56,42.73,6.32,20.66,1.43,4463,3112,649,257,0,1877,282,7,40,1351,357,0,25,30,0,915,24,69.73,14.54,5.76,0,42.06,6.32,0.16,0.9,30.27,8,0,0.56,0.67,0,20.5,0.54,3439,638,659,731,1141,181,53,36,18.55,19.16,21.26,33.18,5.26,1.54,1.05,40625,2113,260,1853,12.3,87.7,2476,2349,138,581,368,659,408,124,71,127,94.87,5.57,23.47,14.86,26.62,16.48,5.01,2.87,5.13
"06037211803","14000US06037211803","Census Tract 2118.03","Census Tract 2118.03, Los Angeles County, California","ca","140","00","ACSSF","0004461",,,,,"06","037",,,,"211803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403,3403,527,68,0,2407,26,283,92,15.49,2,0,70.73,0.76,8.32,2.7,3403,2821,228,68,0,2407,26,0,92,582,299,0,0,0,0,283,0,82.9,6.7,2,0,70.73,0.76,0,2.7,17.1,8.79,0,0,0,0,8.32,0,2608,153,593,449,1171,225,17,0,5.87,22.74,17.22,44.9,8.63,0.65,0,50115,1474,126,1348,8.55,91.45,2057,1996,69,525,420,663,201,86,32,61,97.03,3.35,25.52,20.42,32.23,9.77,4.18,1.56,2.97
"06037211804","14000US06037211804","Census Tract 2118.04","Census Tract 2118.04, Los Angeles County, California","ca","140","00","ACSSF","0004462",,,,,"06","037",,,,"211804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212,3212,505,46,69,2305,0,120,167,15.72,1.43,2.15,71.76,0,3.74,5.2,3212,2860,276,44,68,2305,0,0,167,352,229,2,1,0,0,120,0,89.04,8.59,1.37,2.12,71.76,0,0,5.2,10.96,7.13,0.06,0.03,0,0,3.74,0,2402,185,697,591,698,199,10,22,7.7,29.02,24.6,29.06,8.28,0.42,0.92,39469,1292,92,1200,7.12,92.88,1313,1278,88,165,242,572,126,85,0,35,97.33,6.7,12.57,18.43,43.56,9.6,6.47,0,2.67
"06037211910","14000US06037211910","Census Tract 2119.10","Census Tract 2119.10, Los Angeles County, California","ca","140","00","ACSSF","0004463",,,,,"06","037",,,,"211910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4403,4403,1951,191,34,1265,0,877,85,44.31,4.34,0.77,28.73,0,19.92,1.93,4403,1911,412,168,0,1255,0,23,53,2492,1539,23,34,10,0,854,32,43.4,9.36,3.82,0,28.5,0,0.52,1.2,56.6,34.95,0.52,0.77,0.23,0,19.4,0.73,3006,828,654,678,652,144,23,27,27.54,21.76,22.55,21.69,4.79,0.77,0.9,45114,1699,80,1619,4.71,95.29,2513,2355,91,208,292,1061,384,283,36,158,93.71,3.62,8.28,11.62,42.22,15.28,11.26,1.43,6.29
"06037211921","14000US06037211921","Census Tract 2119.21","Census Tract 2119.21, Los Angeles County, California","ca","140","00","ACSSF","0004464",,,,,"06","037",,,,"211921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519,2519,654,172,10,805,0,587,291,25.96,6.83,0.4,31.96,0,23.3,11.55,2519,1554,242,172,10,805,0,34,291,965,412,0,0,0,0,553,0,61.69,9.61,6.83,0.4,31.96,0,1.35,11.55,38.31,16.36,0,0,0,0,21.95,0,1803,451,280,248,624,179,7,14,25.01,15.53,13.75,34.61,9.93,0.39,0.78,33407,1041,18,1023,1.73,98.27,1291,1182,45,233,200,392,239,43,30,109,91.56,3.49,18.05,15.49,30.36,18.51,3.33,2.32,8.44
